categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long
Incontri,08-09-24,2024-07-05,"Via Giuseppe Eugenio Luraghi, 11, Milano, MI",Il Centro,"""Il villaggio degli elfi in vacanza"" al Centro di Arese",https://www.milanotoday.it/eventi/villaggio-degli-elfi-centro-commerciale-arese.html,Formazione e networking,"Via Maestra, 11, Viale Giuseppe Eugenio Luraghi, Valera, Arese, Milano, Lombardia, 20044, Italia",45.5638918,9.0510987
,01-09-24,2024-07-06,"Via Pontida, 1, Milano, MI",Monastero di Cairate,Manigunda semiotica: dialogo tra arte e semiotica,https://www.milanotoday.it/eventi/manigunda-semiotica-monastero-di-cairate-dialogo-tra-arte-e-semiotica-alex-papavassiliou.html,Non classificato,"1, Via Pontida, Brera, Municipio 1, Milano, Lombardia, 20100, Italia",45.4797054,9.182893
Promozioni,03-09-24,2024-07-06,"Strada Statale dei Giovi, 35, Milano, MI",Centro Commerciale Brianza,Shopping mania: arrivano vantaggiosi saldi estivi a Milano e Brianza,https://www.milanotoday.it/eventi/saldi-estivi-brianza.html,Mercati e shopping,"Via Strada Statale 35 dei Giovi, Battiloca, Dugnano, Paderno Dugnano, Zona Omogenea Milano Nord, Milano, Lombardia, 20037, Italia",45.5620334,9.1513296
,06-07-24,2024-07-06,"Via San Giovanni sul Muro, 2, Milano, MI",Teatro Dal Verme,Worm up! festival: Carla Bruni,https://www.milanotoday.it/eventi/worm-up-festival-carla-bruni.html,Non classificato,"2, Via San Giovanni sul Muro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4671162,9.1814924
,07-07-24,2024-07-06,"Piazza del Duomo, Milano, MI",Villaggio Partenza,Bike night Milano-lago 2024,https://www.milanotoday.it/eventi/bike-night-milano-lago-2024-witoor.html,Non classificato,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398
,07-07-24,2024-07-06,"Viale Emilio Alemagna, 6, Milano, MI",Triennale,Basta does triennale,https://www.milanotoday.it/eventi/basta-does-triennale-coca-puma-studio-murena-goedi-lobo.html,Non classificato,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894
Incontri,07-07-24,2024-07-06,"Viale Emilio Alemagna, 6, Milano, MI",Triennale,"Triennale Playground, attività e giochi per bambini e famiglie",https://www.milanotoday.it/eventi/triennale-playground-giochi-bambini.html,Formazione e networking,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894
Spettacoli,06-07-24,2024-07-06,"Largo Metropolitana,4,20145, Rho, MI,Italia",Rho Fiera Milano - Area Concerti,Live 2025,https://www.teatro.it/spettacoli/rho/rho-fiera-milano-area-concerti/2023-2024/geolier,Teatro e spettacolo,"Largo Metropolitana, Mazzo, Rho, Milano, Lombardia, 20017, Italia",45.5188882,9.08657
Spettacoli,06-07-24,2024-07-06,"Piazza Castello,20121, Milano, MI,Italia",Castello Sforzesco,Treves blues band,https://www.teatro.it/spettacoli/milano/castello-sforzesco/2023-2024/treves-blues-band,Teatro e spettacolo,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710309,9.1814326
Mostre,07-07-24,2024-07-07,Milano,Milano,"Domenica al Museo, quali sono i musei gratis a Milano",https://www.milanotoday.it/eventi/domenica-al-museo-luglio-2024-musei-gratis-milano.html,Arte e cultura,"Milano, Lombardia, Italia",45.4641943,9.1896346
Spettacoli,07-07-24,2024-07-07,"Piazzale dello Sport,16,,20151, Milano, MI,Italia",Ippodromo di San Siro,QUEENS OF THE STONE AGE,https://www.teatro.it/spettacoli/milano/ippodromo-di-san-siro/2023-2024/queens-of-the-stone-age,Teatro e spettacolo,"Piazzale dello Sport, San Siro, Municipio 7, Milano, Lombardia, 20148, Italia",45.4804864,9.1258159
Spettacoli,07-07-24,2024-07-07,"Via Castello,1,20025, Legnano, MI,Italia",Isola del Castello - Rugby sound,CRISTINA D'AVENA feat. Gem Boy,https://www.teatro.it/spettacoli/legnano/isola-del-castello-rugby-sound/2023-2024/cristina-davena-cristina-davena-feat-gem-boy,Teatro e spettacolo,"Via Castello, Sant'Ambrogio, Legnano, Milano, Lombardia, 20025, Italia",45.58725,8.9210996
Teatri,07-07-24,2024-07-07,"Piazza Castello, Milano, MI","Castello Sforzesco, Cortile delle Armi",Lo spettacolo del Piccolo Principe nel cuore di Milano,https://www.milanotoday.it/eventi/spettacolo-piccolo-principe-castello-sforzesco.html,Teatro e spettacolo,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129
Concerti,07-07-24,2024-07-07,"Piazza della Scala, 2, Milano, MI","Palazzo Marino, Sala Alessi","Palazzo Marino in Musica, il concerto gratis",https://www.milanotoday.it/eventi/palazzo-marino-in-musica-il-concerto-gratis.html,Musica e vita notturna,"2, Piazza della Scala, Duomo, Brera, Milano, Lombardia, 20121, Italia",45.4666807,9.1902798
,07-07-24,2024-07-07,"Via Bressanone, 8, Milano, MI",Cler Milano,Rebus s(o)unday delight,https://www.milanotoday.it/eventi/rebus-s-o-unday-delight-at-cler-milano-domenica-7-07-damia.html,Non classificato,"Via Bressanone, Maggiore - Musocco, Garegnano, Municipio 8 di Milano, Milano, Lombardia, 20156, Italia",45.4985313,9.1292174
Incontri,07-07-24,2024-07-07,"Piazza Città di Lombardia, 1, Milano, MI",Palazzo Lombardia,Milano vista da 161 metri di altezza: quando salire al 39° piano di Palazzo Lombardia,https://www.milanotoday.it/eventi/visita-belvedere-palazzo-lombardia.html,Formazione e networking,"1, Piazza Città di Lombardia, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20124, Italia",45.4869021,9.1957701
Convegno/conferenza,08-07-24,2024-07-08,"via Brera, 28, Milano, MI",Pinacoteca di Brera,Aspettando la Grande Brera,,Formazione e networking,"Istituto Nazionale di Astrofisica – Osservatorio astronomico di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4715946,9.1889707
,08-07-24,2024-07-08,"Via San Giovanni sul Muro, 2, Milano, MI",Teatro Dal Verme,Worm up! festival: Hania Rani,https://www.milanotoday.it/eventi/worm-up-festival-hania-rani.html,Non classificato,"2, Via San Giovanni sul Muro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4671162,9.1814924
Spettacoli,08-07-24,2024-07-08,"Via Fametta,1,2021 Bollate MI,Italia",Villa Arconati,Jack Savoretti - Tour 2024,https://www.teatro.it/spettacoli/bollate/villa-arconati/2023-2024/jack-savoretti-jack-savoretti-tour-2024,Teatro e spettacolo,"1, Via Fametta, Via Trento, Castellazzo, Bollate, Milano, Lombardia, 20021, Italia",45.556757,9.0958021
Mostre,15-09-24,2024-07-08,"Via Borromei, 41, Milano, MI","Palazzo Arese, Cesano Maderno","""Linus: tutti i numeri dal 1965 al 2024"", la storia del fumetto in mostra",https://www.milanotoday.it/eventi/mostra-fumetto-linus-cesano-maderno.html,Arte e cultura,"Via Borromei, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4640673,9.1819601
Spettacoli,09-07-24,2024-07-09,"Piazzale dello Sport,16,,20151, Milano, MI,Italia",Ippodromo di San Siro,SUM 41 - AVRIL LAVIGNE,https://www.teatro.it/spettacoli/milano/ippodromo-di-san-siro/2023-2024/sum-41-avril-lavigne,Teatro e spettacolo,"Piazzale dello Sport, San Siro, Municipio 7, Milano, Lombardia, 20148, Italia",45.4804864,9.1258159
,10-08-24,2024-07-10,"Via Santa Maria Valle, 2, Milano, MI",MA-EC Gallery,Only blue and green. Mostra personale di Qian Wu,https://www.milanotoday.it/eventi/only-blue-and-green-mostra-personale-di-qian-wu-alla-ma-ec-gallery-qian-wu.html,Non classificato,"Fondazione Alessandro Durini, 2, Via Santa Maria Valle, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4600544,9.1838916
,10-07-24,2024-07-10,"Via San Giovanni sul Muro, 2, Milano, MI",Teatro Dal Verme,Worm up! festival: Kokoroko e Matteo Mancuso,https://www.milanotoday.it/eventi/worm-up-festival-kokoroko.html,Non classificato,"2, Via San Giovanni sul Muro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4671162,9.1814924
Spettacoli,10-07-24,2024-07-10,"Via Fametta,1,2021 Bollate MI,Italia",Villa Arconati,Edoardo Bennato,https://www.teatro.it/spettacoli/bollate/villa-arconati/2023-2024/edoardo-bennato,Teatro e spettacolo,"1, Via Fametta, Via Trento, Castellazzo, Bollate, Milano, Lombardia, 20021, Italia",45.556757,9.0958021
,10-07-24,2024-07-10,"SS494, 4, Milano, MI",La Bettolina,La corte jazz,https://www.milanotoday.it/eventi/la-bettolina-a-luglio-nuovi-appuntamenti-la-corte-jazz-serate-dedicate-al-jazz-new-york-connection-duo.html,Non classificato,"4, Strada Statale 494 Vigevanese, Bettolina, Cascina Carbonizza, San Vito, Gaggiano, Unione dei Comuni I Fontanili, Milano, Lombardia, 20083, Italia",45.4052116,9.0118461
,11-07-24,2024-07-11,"Piazzale dello Sport, 14, Milano, MI",Aria Club,Aria club - 1 two,https://www.milanotoday.it/eventi/aria-club-1-two-dj.html,Non classificato,"Piazzale dello Sport, San Siro, Municipio 7, Milano, Lombardia, 20148, Italia",45.4789681,9.130166
,11-07-24,2024-07-11,"Piazza XXV Aprile, 8, Milano, MI",Anteo Palazzo del Cinema,All'Anteo una maratona di proiezioni dei corti di tesi Ied Milano,https://www.milanotoday.it/eventi/all-anteo-una-maratona-di-proiezioni-dei-corti-di-tesi-ied-milano-giovani-videomaker.html,Non classificato,"Anteo Spazio Cinema, 8, Piazza Venticinque Aprile, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4800568,9.1877898
,11-07-24,2024-07-11,"Piazzale dello Sport, 6, Milano, MI",Ippodromo,Garden party con dj set all'Ippodromo,https://www.milanotoday.it/eventi/garden-party-con-dj-set-all-ippodromo-dj-set.html,Non classificato,"Piazzale dello Sport, San Siro, Municipio 7, Milano, Lombardia, 20148, Italia",45.4789681,9.130166
Concerti,12-07-24,2024-07-12,"Via Lampugnano, 95, Milano, MI",Ippodromo Snai La Maura,Gli Stray Kids chiudono gli I-Days Coca Cola con un concerto imperdibile,https://www.milanotoday.it/eventi/concerto-stray-kids-milano-2024.html,Musica e vita notturna,"Via Lampugnano, Gallaratese, Lampugnano, Municipio 8 di Milano, Milano, Lombardia, 20151, Italia",45.4916933,9.1102099
,14-07-24,2024-07-13,"Viale Molise, 62, Milano, MI",Ex Macello,Milano open air ritorna all'ex macello,https://www.milanotoday.it/eventi/milano-open-air-ritorna-all-ex-macello-sabato-13-luglio.html,Non classificato,"Viale Molise, Ortomercato, Municipio 4, Milano, Lombardia, 20130, Italia",45.452308,9.2241311
Disco&Feste,13-07-24,2024-07-13,"Via Nino Bixio, 1, Milano, MI",Farinami Garden,"""La Fiesta de Sangria"" alle porte di Milano",https://www.milanotoday.it/eventi/festa-sangria-farinami-garden.html,Musica e vita notturna,"1, Via Nino Bixio, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4720613,9.2071959
,13-07-24,2024-07-13,"Piazza Sant'Ambrogio, Milano, MI",davanti alla Basilica di Sant'Ambrogio,"Milano buia: storia dell'inquisizione, peste e occultismo",https://www.milanotoday.it/eventi/milano-buia-storia-dell-inquisizione-peste-e-occultismo-italia-in-tour1.html,Non classificato,"Piazza Sant'Ambrogio, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4620403,9.1746594
Concerti,14-07-24,2024-07-13,"Piazzale Angelo Moratti, Milano, MI",Stadio San Siro,Taylor Swift in concerto a Milano (e biglietti veduti a peso d'oro),https://www.milanotoday.it/eventi/concerto-taylor-swift-stadio-san-siro.html,Musica e vita notturna,"Piazzale Angelo Moratti, San Siro, Municipio 7, Milano, Lombardia, 20148, Italia",45.478178,9.1212742
,14-07-24,2024-07-13,"Piazza del Cannone, Milano, MI",Parco Sempione,Festival dello Sri Lanka 2024,https://www.milanotoday.it/eventi/festival-dello-sri-lanka-2024.html,Non classificato,"Piazza del Cannone, Parco Sempione, Municipio 1, Milano, Lombardia, Italia",45.4716693,9.1780647
,13-07-24,2024-07-13,"Piazza del Carmine, 2, Milano, MI",Davanti alla chiesa del Carmine,Intrighi al Castello Sforzesco: i Visconti e gli sforza tra lussi sfrenati e vita quotidiana,https://www.milanotoday.it/eventi/intrighi-al-castello-sforzesco-i-visconti-gli-sforza-tra-lussi-sfrenati-e-vita-quotidiana-italia-in-tour.html,Non classificato,"2, Piazza del Carmine, Brera, Milano, Lombardia, 20121, Italia",45.4705766,9.1854554
Incontri,14-07-24,2024-07-13,Darsena Milano,Darsena,"Darsena Sport, le attività in onore di Leonardo da Vinci a 500 anni dalla scomparsa",https://www.milanotoday.it/eventi/darsena-sport-giochi-leonardo-da-vinci.html,Formazione e networking,"Darsena, Navigli, Municipio 6, Milano, Lombardia, Italia",45.4536286,9.1755852
Incontri,14-07-24,2024-07-13,"Via Giuseppe Eugenio Luraghi, 11, Milano, MI",Il Centro,Due giorni di Pokémon con giochi gratis (e una speciale carta gigante),https://www.milanotoday.it/eventi/festa-pokemon-centro-commerciale-il-centro-arese.html,Formazione e networking,"Via Maestra, 11, Viale Giuseppe Eugenio Luraghi, Valera, Arese, Milano, Lombardia, 20044, Italia",45.5638918,9.0510987
Spettacoli,13-07-24,2024-07-13,"Via Castello,1,20025, Legnano, MI,Italia",Isola del Castello - Rugby sound,Again,https://www.teatro.it/spettacoli/legnano/isola-del-castello-rugby-sound/2023-2024/deejay-time-celebration,Teatro e spettacolo,"Via Castello, Sant'Ambrogio, Legnano, Milano, Lombardia, 20025, Italia",45.58725,8.9210996
Spettacoli,13-07-24,2024-07-13,"Piazza Castello,20121, Milano, MI,Italia",Castello Sforzesco,Bouquet of Madness,https://www.teatro.it/spettacoli/milano/castello-sforzesco/2023-2024/bouquet-of-madness,Teatro e spettacolo,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710309,9.1814326
,13-07-24,2024-07-13,"Via San Giovanni sul Muro, 2, Milano, MI",Teatro Dal Verme,Worm up! festival: Quinteto Astor Piazzolla,https://www.milanotoday.it/eventi/worm-up-festival-quinteto-astor-piazzolla.html,Non classificato,"2, Via San Giovanni sul Muro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4671162,9.1814924
Spettacoli,14-07-24,2024-07-14,"via Pier Lombardo,14,20135, Milano, MI,Italia",Franco Parenti - Sala Grande,Oliva Denaro,https://www.teatro.it/spettacoli/milano/franco-parenti-sala-grande/2023-2024/oliva-denaro,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109
,14-07-24,2024-07-14,"Via Valera, Milano, MI",parco bosco,Yoga e poesia,https://www.milanotoday.it/eventi/yoga-e-poesia-esuvia-di-cicala-.html,Non classificato,"Via Valera, Passirana, Rho, Milano, Lombardia, 20017, Italia",45.5505403,9.0513
Manifestazioni,14-07-24,2024-07-14,"Piazza San Carlo, Milano, MI",Piazza San Carlo,"A Milano si balla in pieno centro con ""DanzaMI""",https://www.milanotoday.it/eventi/milano-dancing-city-2024-balli-gratis.html,Altri eventi,"Piazza San Carlo, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4659452,9.196413
,14-07-24,2024-07-14,"Via Valera, Milano, MI",Garbagnate milanese,Super evento a Garbagnate Milanese: yoga & poesia,https://www.milanotoday.it/eventi/super-evento-a-garbagnate-milanese-yoga-poesia.html,Non classificato,"Via Valera, Passirana, Rho, Milano, Lombardia, 20017, Italia",45.5505403,9.0513
Manifestazioni,14-07-24,2024-07-14,"Viale Campania, 12, Milano, MI",WOW Spazio Fumetto,Una giornata speciale con musica e cosplayer in occasione della Presa della Bastiglia,https://www.milanotoday.it/eventi/giornata-festa-musica-wow-spazio-fumetto-lady-oscar.html,Altri eventi,"12, Viale Campania, Corsica, Municipio 4, Milano, Lombardia, 20133, Italia",45.4634024,9.2242161
,14-07-24,2024-07-14,"Via Valera, Milano, MI",parco bosco,yoga e poesia,https://www.milanotoday.it/eventi/yoga-e-poesia-esuvia-di-cicala.html,Non classificato,"Via Valera, Passirana, Rho, Milano, Lombardia, 20017, Italia",45.5505403,9.0513
,15-07-24,2024-07-15,"Piazza Castello, Milano, MI",Castello Sforzesco,Calexico,https://www.milanotoday.it/eventi/calexico-calexico.html,Non classificato,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129
Spettacoli,15-07-24,2024-07-15,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Turandot,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2023-2024/turandot-teatro-alla-scala,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4676198,9.1884287
Spettacoli,15-07-24,2024-07-15,"Piazza Castello,20121, Milano, MI,Italia",Castello Sforzesco,Calexico,https://www.teatro.it/spettacoli/milano/castello-sforzesco/2023-2024/calexico,Teatro e spettacolo,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710309,9.1814326
Cinema,13-08-24,2024-07-15,"Piazza Belloveso, Milano, MI",Niguarda e Bovisa,A Milano il festival del cinema muto (con musiche dal vivo),https://www.milanotoday.it/eventi/festival-cinema-muto-estate-2024.html,Arte e cultura,"Piazza Belloveso, Niguarda - Cà Granda, Municipio 9, Milano, Lombardia, 20162, Italia",45.5154301,9.1942245
Spettacoli,16-07-24,2024-07-16,"Piazza Castello,20121, Milano, MI,Italia",Castello Sforzesco,Gli errori rendono amabili,https://www.teatro.it/spettacoli/milano/castello-sforzesco/2023-2024/gianrico-carofiglio-gli-errori-rendono-amabili,Teatro e spettacolo,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710309,9.1814326
Spettacoli,16-07-24,2024-07-16,"Via Privata Giovanni Ventura,12,20134, Milano, MI,Italia",Giardino Ventura,"Tributo a Baglioni, Dalla e Zucchero",https://www.teatro.it/spettacoli/milano/giardino-ventura/2023-2024/candlelight-tributo-a-baglioni-dalla-e-zucchero,Teatro e spettacolo,"Via Giovanni Ventura, Lambrate, Municipio 3, Milano, Lombardia, 20134, Italia",45.4840607,9.2431286
Spettacoli,16-07-24,2024-07-16,"Largo Metropolitana,4,20145, Rho, MI,Italia",Rho Fiera Milano - Area Concerti,BLACK EYED PEAS,https://www.teatro.it/spettacoli/rho/rho-fiera-milano-area-concerti/2023-2024/black-eyed-peas,Teatro e spettacolo,"Largo Metropolitana, Mazzo, Rho, Milano, Lombardia, 20017, Italia",45.5188882,9.08657
Concerti,16-07-24,2024-07-16,"Viale delle Ferrovie, Milano, MI",Fiera Milano Live,I Black Eyed Peas in concerto a Milano (e dove acquistare i biglietti),https://www.milanotoday.it/eventi/concerto-black-eyed-peas-fiera-milano-live-2024.html,Musica e vita notturna,"Viale delle Ferrovie, Mazzo, Rho, Milano, Lombardia, 20017, Italia",45.5216244,9.0852305
,17-07-24,2024-07-17,"Via Marghera, Milano, MI",Cannoleria Siciliana,Aperitivo e poesia,https://www.milanotoday.it/eventi/aperitivo-e-poesia-esuvia-di-cicala.html,Non classificato,"Via Marghera, De Angeli - Monte Rosa, Municipio 7, Milano, Lombardia, 20149, Italia",45.4672414,9.1530456
Mostre,22-09-24,2024-07-17,"Piazza del Duomo, 12, Milano, MI",Palazzo Reale,"""Valerio Adami. Pittore di idee"". A Milano la mostra del grande artista del Dopoguerra",https://www.milanotoday.it/eventi/mostra-valerio-adami-palazzo-reale.html,Arte e cultura,"Giacomo, 12, Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, 20100, Italia",45.4632066,9.1914879
Spettacoli,17-07-24,2024-07-17,"Piazzale dello Sport,16,,20151, Milano, MI,Italia",Ippodromo di San Siro,Relax Tour 2024,https://www.teatro.it/spettacoli/milano/ippodromo-di-san-siro/2023-2024/calcutta-relax-tour-2023,Teatro e spettacolo,"Piazzale dello Sport, San Siro, Municipio 7, Milano, Lombardia, 20148, Italia",45.4804864,9.1258159
Spettacoli,17-07-24,2024-07-17,"Piazza Castello,20121, Milano, MI,Italia",Castello Sforzesco,BADA A COME PARLI,https://www.teatro.it/spettacoli/milano/castello-sforzesco/2023-2024/paolo-borzacchiello-bada-a-come-parli,Teatro e spettacolo,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710309,9.1814326
Concerti,17-07-24,2024-07-17,"Piazzale dello Sport, 16, Milano, MI",Ippodromo Snai San Siro,Calcutta in concerto a Milano. Quando è possibile acquistare i biglietti,https://www.milanotoday.it/eventi/concerto-calcutta-ippodromo-san-siro.html,Musica e vita notturna,"Piazzale dello Sport, San Siro, Municipio 7, Milano, Lombardia, 20148, Italia",45.4789681,9.130166
Spettacoli,18-07-24,2024-07-18,"Via Circonvallazione Idroscalo,41,20090, Segrate, MI,Italia",Circolo Magnolia,Innamorati della vita Tour,https://www.teatro.it/spettacoli/segrate/circolo-magnolia/2023-2024/valerio-lundini-e-i-vazzanikki-innamorati-della-vita-tour,Teatro e spettacolo,"Circolo Magnolia, 41, Via Circonvallazione Idroscalo, Novegro, Segrate, Milano, Lombardia, 20054, Italia",45.4637036,9.286076
Spettacoli,18-07-24,2024-07-18,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,Saucerful of Segrets,https://www.teatro.it/spettacoli/milano/arcimboldi/2023-2024/nick-mason-saucerful-of-segrets,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
Incontro/presentazione,18-07-24,2024-07-18,"Via Brera, 28, Milano, MI",Pinacoteca di Brera,Come un vascello pirata,,Formazione e networking,"Istituto Nazionale di Astrofisica – Osservatorio astronomico di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4715946,9.1889707
Spettacoli,18-07-24,2024-07-18,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,L'histoire de Manon,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2023-2024/coreografo-kenneth-macmillan-lhistoire-de-manon,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4676198,9.1884287
,20-07-24,2024-07-18,"Via Carlo Botta, 18, Milano, MI",Bagni Misteriosi,Aperitivi ai Bagni Misteriosi del teatro Franco Parenti,https://www.milanotoday.it/eventi/aperitivi-ai-bagni-misteriosi-del-teatro-franco-parenti.html,Non classificato,"18, Via Carlo Botta, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4537805,9.2050141
Disco&Feste,18-07-24,2024-07-18,"Via Bruno Buozzi, Milano, MI",Belstay Milano Linate,Il 18 luglio Shamanic Sunset: l'imperdibile party al Belstay Milano Linate,https://www.milanotoday.it/eventi/shamanic-sunset-milano-linate.html,Musica e vita notturna,"Via Bruno Buozzi, Cascine Olona, Vighignolo, Settimo Milanese, Milano, Lombardia, 20019, Italia",45.4836988,9.0545404
Concerto,18-07-24,2024-07-18,"Via Brera, 28, Milano, MI",Pinacoteca di Brera,Aspettando la Grande Brera - Nicola Piovani in Concerto,,Musica e vita notturna,"Istituto Nazionale di Astrofisica – Osservatorio astronomico di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4715946,9.1889707
Manifestazioni,21-07-24,2024-07-19,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,L'estate in Triennale non si ferma: il programma dal 19 al 21 luglio,https://www.milanotoday.it/eventi/programma-triennale-19-21-luglio.html,Altri eventi,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894
,19-07-24,2024-07-19,"Via Circonvallazione Idroscalo, Milano, MI",Mood Live,Summer partner: il primo party della consulenza italiana,https://www.milanotoday.it/eventi/summer-partner-il-primo-party-della-consulenza-italiana-gli-autogol-e-zoo.html,Non classificato,"Via Circonvallazione Idroscalo, Novegro, Segrate, Milano, Lombardia, 20054, Italia",45.465095,9.2830627
Spettacoli,19-07-24,2024-07-19,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,Djavan,https://www.teatro.it/spettacoli/milano/arcimboldi/2023-2024/djavan,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963
,20-07-24,2024-07-19,"Viale Luigi Camoens, 2, Milano, MI",Just me,Serata white party,https://www.milanotoday.it/eventi/serata-white-party-milano-dj.html,Non classificato,"Viale Luigi Camoens, Parco Sempione, Municipio 1, Milano, Lombardia, 20154, Italia",45.4729814,9.1728556
,19-07-24,2024-07-19,"Via Enrico Cosenz, 54, Milano, MI",Scuola Botticino,"La lezione (gratuita) di Cinzia Pasquali, restauratrice che ha ridato vita a un quadro di Leonardo",https://www.milanotoday.it/eventi/lectio-magistralis-cinzia-pasquali-2024.html,Non classificato,"Via Enrico Cosenz, Bovisa, Municipio 9, Milano, Lombardia, 20158, Italia",45.5067092,9.1610861
Spettacoli,20-07-24,2024-07-20,"Piazza Castello,20121, Milano, MI,Italia",Castello Sforzesco,Liberidì Liberidà,https://www.teatro.it/spettacoli/milano/castello-sforzesco/2023-2024/sabina-guzzanti-liberidi-liberida,Teatro e spettacolo,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710309,9.1814326
Disco&Feste,20-07-24,2024-07-20,"Viale Molise, Milano, MI",Ex Macello,L'ultima serata di Le Cannibale prima della pausa estiva (ed è gratis),https://www.milanotoday.it/eventi/festa-le-cannibale-luglio-2024-ex-macello.html,Musica e vita notturna,"Viale Molise, Ortomercato, Municipio 4, Milano, Lombardia, 20137, Italia",45.4518437,9.2242524
Teatri,20-07-24,2024-07-20,"Piazza Castello, Milano, MI",Castello Sforzesco,"Sabina Guzzanti affronta il presente nel nuovo spettacolo ""Liberidì Liberidà""",https://www.milanotoday.it/eventi/spettacolo-sabina-guzzanti-castello-sforzesco.html,Teatro e spettacolo,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129
,21-07-24,2024-07-20,"Piazzale dello Sport, 14, Milano, MI",Aria Club,Sabato sera all'Aria Club,https://www.milanotoday.it/eventi/sabato-sera-all-aria-club-milano-dj-gianni-camelia.html,Non classificato,"Piazzale dello Sport, San Siro, Municipio 7, Milano, Lombardia, 20148, Italia",45.4789681,9.130166
Spettacoli,20-07-24,2024-07-20,"Via Giovanni Terruggia,8/14,20162, Milano, MI,Italia",Villa Clerici - Teatro Romano,Tributo ai Queen,https://www.teatro.it/spettacoli/milano/villa-clerici-teatro-romano/2023-2024/candlelight-tributo-ai-queen,Teatro e spettacolo,"Galleria d'Arte Sacra dei Contemporanei, 8/14, Via Giovanni Terruggia, Niguarda - Cà Granda, Municipio 9, Milano, Lombardia, 20162, Italia",45.5179802,9.1894216
