categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,cluster,subcluster,hierarchical_id,subsubcluster
Manifestazioni,28-05-23,25-05-23,"Piazza Castello, Milano, MI",Castello Sforzesco,"Letture, laboratori e teatro: a Milano arriva il festival dei bambini e delle bambine",https://www.milanotoday.it/eventi/festival-bambini-bambine-2023.html,Altri eventi,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
,14-07-23,25-05-23,"Via Nerino, 3, Milano, MI",MAAB Gallery,"Bone deep, suns speak",https://www.milanotoday.it/eventi/bone-deep-suns-speak-benjamin-cohen.html,Non classificato,"3, Via Nerino, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4617617,9.1841465,0,0,0.1,1
Spettacoli,25-05-23,25-05-23,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Angelo Fausto Coppi,https://www.teatro.it/spettacoli/milano/manzoni/2022-2023/angelo-fausto-coppi,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0,0,0.9,9
Cibo e Vino,27-05-23,25-05-23,"Via San Raffaele, Milano, MI",Terrazza di Palazzo Regus,Limonaia Urbana: un evento per gustare il nuovo Pesto Barilla che racconta il sapore dell'estate italiana,https://www.milanotoday.it/eventi/barilla-pesto-evento-duomo-maggio-2023.html,Enogastronomia,"Via San Raffaele, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4651449,9.1913594,0,0,0.1,1
Cibo e Vino,28-05-23,26-05-23,"Via Tortona, 35, Milano, MI",NHow Hotel,A Milano arriva il festival dell'aperitivo: tre giorni di eventi e degustazioni,https://www.milanotoday.it/eventi/festival-aperitivo-via-tortona.html,Enogastronomia,"35, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4510301,9.1606461,0,0,0.5,5
Spettacoli,26-05-23,26-05-23,"via Conservatorio 12,20122, Milano, MI,Italia",Conservatorio Giuseppe Verdi,Invisible Rainbows,https://www.teatro.it/spettacoli/milano/conservatorio-giuseppe-verdi/2022-2023/roberto-cacciapaglia-invisible-rainbows,Teatro e spettacolo,"Via Conservatorio, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4658084,9.2027724,0,0,0.19,19
Incontri,27-05-23,26-05-23,"Via Vetere, 14, Milano, MI",Artefact,>>>Shifting perspectives<<<,https://www.milanotoday.it/eventi/shifting-perspectives-paula-sanz-2023.html,Formazione e networking,"14, Via Vetere, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4560272,9.1816998,0,0,0.1,1
,26-05-23,26-05-23,"Via Gaetano de Castillia, Milano, MI",Parco Bam,Il funambolo che camminerà tra Bosco Verticale e la Torre Unicredit,https://www.milanotoday.it/eventi/funambolo-torre-unicredit-.html,Non classificato,"Via Gaetano De Castillia, Isola, Municipio 9, Milano, Lombardia, 20100, Italia",45.4858553,9.1928992,0,0,0.26,26
Mercatini,28-05-23,26-05-23,"Piazza Sant'Eustorgio, 3, Milano, MI",Museo Diocesano,"Chiostro in Fiera al Museo Diocesano tra artigiani, artisti e buon cibo",https://www.milanotoday.it/eventi/chiostro-in-fiera-mercatino-museo-diocesano.html,Mercati e shopping,"Museo Diocesano di Milano, 3, Piazza Sant'Eustorgio, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4546749,9.1810291,0,0,0.1,1
Manifestazioni,28-05-23,26-05-23,"Via Gaetano de Castillia, 28, Milano, MI",BAM Biblioteca degli Alberi,Il festival delle meraviglie alla Biblioteca degli Alberi,https://www.milanotoday.it/eventi/festa-meraviglie-biblioteca-alberi.html,Altri eventi,"28, Via Gaetano De Castillia, Isola, Municipio 9, Milano, Lombardia, 20124, Italia",45.4857844,9.192789,0,0,0.26,26
Sport,28-05-23,27-05-23,"Piazza del Duomo, Milano, MI",Piazza Duomo,Il football americano sbarca in Piazza Duomo,https://www.milanotoday.it/eventi/campo-football-seamen-piazza-duomo.html,Sport e attività fisica,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
,27-05-23,27-05-23,"Piazza Cordusio, Milano, MI",Milano,manifestazione 'save children from putinism. stop al genocidio della russia!',https://www.milanotoday.it/eventi/manifestazione-bambini-ucraini-27-maggio-2023-russia.html,Non classificato,"Piazza Cordusio, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.465058,9.1861848,0,0,0.1,1
,28-05-23,27-05-23,"Via Valenza, 2, Milano, MI",Ride Milano,"Un’incredibile festa di compleanno, tra  attrazioni, cibo e musica per tutti. Entrare per credere",https://www.milanotoday.it/eventi/iliadland-compleanno-evento-iliad.html,Non classificato,"Via Valenza, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514071,9.1691656,0,0,0.27,27
Mostre,27-05-23,27-05-23,"Via Santa Croce, 15, Milano, MI",Associazione IBVA,"27 maggio: ""Le parole del pane. saperi e sapori in festa"". showcooking, talk, spettacoli per parlare di pane,  migrazioni, solidarietà",https://www.milanotoday.it/eventi/27-maggio-le-parole-del-pane-2023.html,Arte e cultura,"Via Santa Croce, Ticinese, Municipio 1, Milano, Lombardia, 20136, Italia",45.4551761,9.1834041,0,0,0.-1,-1
Mostre,26-11-23,27-05-23,"Via Vigevano, Milano, MI",Tenoha Milano,La mostra sull'arte giapponese da Tenoha,https://www.milanotoday.it/eventi/mostra-arte-giapponese-tenoha-donne-samurai.html,Arte e cultura,"Via Vigevano, Navigli, Municipio 6, Milano, Lombardia, 20123, Italia",45.4529051,9.1745879,0,0,0.17,17
Spettacoli,27-05-23,27-05-23,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Andrea Chénier,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2022-2023/andrea-chenier,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4673781,9.188701,0,0,0.1,1
Spettacoli,28-05-23,28-05-23,"Largo Antonio Greppi,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Strehler,Lazarus,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-strehler/2022-2023/lazarus,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4718248,9.1828857,0,0,0.1,1
Spettacoli,28-05-23,28-05-23,"Via Rivoli 6,20121, Milano, MI,Italia",Piccolo Teatro - Studio Melato,Storie - Stefano Massini,https://www.teatro.it/spettacoli/milano/piccolo-teatro-studio-melato/2022-2023/storie-stefano-massini,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881,0,0,0.1,1
Spettacoli,28-05-23,28-05-23,"Via Rovello 2,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Grassi,Prima,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-grassi/2022-2023/prima,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,0,0,0.1,1
Spettacoli,28-05-23,28-05-23,"Piazza Cesare Beccaria 8,20122, Milano, MI,Italia",Gerolamo,Sempre fiori mai un fioraio. Omaggio a Paolo Poli,https://www.teatro.it/spettacoli/milano/gerolamo/2022-2023/sempre-fiori-mai-un-fioraio-omaggio-a-paolo-poli,Teatro e spettacolo,"Teatro Gerolamo, 8, Piazza Cesare Beccaria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.464175,9.1945551,0,0,0.1,1
Incontri,28-05-23,28-05-23,"Via San Vittore, 21, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,Un giornata speciale al Museo della Scienza,https://www.milanotoday.it/eventi/laboratori-bambini-museo-scienza-2023.html,Formazione e networking,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0,0,0.11,11
,24-06-23,31-05-23,"Via Nerino, 2, Milano, MI",Wunderkammern,"Street art masters - stik, blek le rat, invader, shepard fairey, miaz brothers",https://www.milanotoday.it/eventi/street-art-masters-stik-blek-le-rat-invader-shepard-2023.html,Non classificato,"2, Via Nerino, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4618629,9.1839774,0,0,0.1,1
Concerti,01-06-23,31-05-23,"Largo Gustav Mahler, Milano, MI",Auditorium di Milano,Il capolavoro di Jurassic Park suonato dall’Orchestra Sinfonica di Milano,https://www.milanotoday.it/eventi/concerto-jurassic-park-auditorium-milano.html,Musica e vita notturna,"Largo Gustav Mahler, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4463151,9.1792547,0,0,0.21,21
Cibo e Vino,30-06-23,01-06-23,"Piazza del Duomo, Milano, MI",Bike Station,"La mela Giga®, troppo grandiosa per non condividerla: inquadra il QR Code, mettiti in bici, scatta una foto e postala",https://www.milanotoday.it/eventi/bike-station-duomo-marlene-mela-giga.html,Enogastronomia,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Incontri,31-08-23,01-06-23,"Piazza del Duomo, Milano, MI",Duomo,Tornano le emozionanti aperture serali sulle terrazze del Duomo,https://www.milanotoday.it/eventi/terrazze-duomo-aperture-estate-2023.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Incontri,04-06-23,02-06-23,"Piazza della Scala, Milano, MI",Gallerie d'Italia,Ingresso gratis alle Gallerie d'Italia,https://www.milanotoday.it/eventi/gallerie_italia-gratis-2-4-giungo.html,Formazione e networking,"Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4672447,9.1901178,0,0,0.1,1
Apertura festiva,02-06-23,02-06-23,"via Brera, 28, Milano, MI",Pinacoteca di Brera,2 giugno 2023 - ingresso gratuito alla Pinacoteca di Brera,,Inaugurazioni,"Pinacoteca di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722421,9.1884071,0,0,0.1,1
Apertura festiva,02-06-23,02-06-23,"piazza Santa Maria delle Grazie, 2, Milano, MI",Cenacolo Vinciano,Museo del Cenacolo Vinciano: ingresso gratuito 2 giugno 2023,,Inaugurazioni,"Museo del Cenacolo Vinciano, 2, Piazza Santa Maria delle Grazie, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4662047,9.170655,0,0,0.8,8
Spettacoli,02-06-23,02-06-23,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Il vizio dell'arte,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2022-2023/il-vizio-dellarte,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Incontri,03-06-23,03-06-23,"Via Orefici, 15, Milano, MI",Fao Schwarz,Fao Shwarz celebra i trent'anni di Jurassic Park con una speciale giornata a tema,https://www.milanotoday.it/eventi/giornata-jurassic-park-fao-shwarz.html,Formazione e networking,"FAO Schwarz, 15, Via Orefici, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.464913,9.1864242,0,0,0.1,1
,04-06-23,04-06-23,"Piazza del Cannone, Milano, MI",Piazza del Cannone,Cancer survivor day: il 4 giugno celebriamo la vita,https://www.milanotoday.it/eventi/cancer-survivor-day-2023.html,Non classificato,"Piazza del Cannone, Parco Sempione, Municipio 1, Milano, Lombardia, Italia",45.4716693,9.1780647,0,0,0.33,33
,04-06-23,04-06-23,"Piazza del Cannone, Milano, MI",Parco Sempione,Triumph al fianco di lilt in uno speciale evento per celebrare la vita che continua dopo la malattia,https://www.milanotoday.it/eventi/triumph.html,Non classificato,"Piazza del Cannone, Parco Sempione, Municipio 1, Milano, Lombardia, Italia",45.4716693,9.1780647,0,0,0.33,33
Spettacoli,05-06-23,05-06-23,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Cono o Coppetta?,https://www.teatro.it/spettacoli/milano/manzoni/2022-2023/ginevra-fenyes-cono-o-coppetta,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0,0,0.9,9
Spettacoli,05-06-23,05-06-23,"Via Larga 14,20122, Milano, MI,Italia",Lirico Giorgio Gaber,L'Elisir d'amore,https://www.teatro.it/spettacoli/milano/lirico-giorgio-gaber/2022-2023/lelisir-damore,Teatro e spettacolo,"Teatro Lirico Giorgio Gaber, 14, Via Larga, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4615135,9.1918702,0,0,0.1,1
Spettacoli,05-06-23,05-06-23,"Via Giordano Rota 1,20145, Milano, MI,Italia",Nazionale Italiana Assicurazioni,Tutti i sogni ancora in volo,https://www.teatro.it/spettacoli/milano/nazionale-chebanca/2022-2023/massimo-ranieri-tutti-i-sogni-ancora-in-volo,Teatro e spettacolo,"20145, Italy",45.4643,9.1895,0,0,0.1,1
Spettacoli,06-06-23,06-06-23,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,The Michael Jackson Experience,https://www.teatro.it/spettacoli/milano/manzoni/2022-2023/sergio-cortes-in-michael-jackson-live,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0,0,0.9,9
,07-07-23,07-06-23,"Via Vincenzo Forcella, 7, Milano, MI",ESH Gallery,[C]2 contemporary studio ceramics,https://www.milanotoday.it/eventi/c-2-contemporary-studio-ceramics-2023.html,Non classificato,"Via Vincenzo Forcella, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.452594,9.1673964,0,0,0.5,5
Spettacoli,08-06-23,08-06-23,"Via San Giovanni sul muro 2,20121, Milano, MI,Italia",Dal Verme,Samuele Bersani & Orchestra,https://www.teatro.it/spettacoli/milano/dal-verme/2022-2023/samuele-bersani-orchestra,Teatro e spettacolo,"2, Via San Giovanni sul Muro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4671162,9.1814924,0,0,0.1,1
Convegno/conferenza,08-06-23,08-06-23,"Via Brera, 28, Milano, MI",Istituto Lombardo Accademia di Scienze e Lettere,Il Patrimonio Culturale Digitale (DCH): dimensione di qualità e prospettive di sviluppo del valore pubblico,,Formazione e networking,"Pinacoteca di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722421,9.1884071,0,0,0.1,1
,08-06-23,08-06-23,"Via Santa Croce, 21, Milano, MI",ABC-ARTE ONE OF,"Opening hermann nitsch. cathartic aversion, abc-arte one of, milano",https://www.milanotoday.it/eventi/opening-hermann-nitsch-cathartic-2023.html,Non classificato,"21, Via Santa Croce, Ticinese, Municipio 1, Milano, Lombardia, 20122, Italia",45.4535237,9.1814159,0,0,0.1,1
Concerti,08-06-23,08-06-23,"Piazza del Duomo, Milano, MI",Duomo,Questa sera il concerto della Scala gratuito in piazza Duomo,https://www.milanotoday.it/eventi/concerto-scala-duomo-gratis-stasera.html,Musica e vita notturna,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Manifestazioni,08-06-23,08-06-23,"Piazza Venticinque Aprile, Milano, MI",,A Milano si paga con i soldi del Monopoly,https://www.milanotoday.it/eventi/evento-monopoly-milano.html,Altri eventi,"Piazza Venticinque Aprile, Brera, Municipio 9, Milano, Lombardia, 20100, Italia",45.480639,9.1875684,0,0,0.1,1
Spettacoli,09-06-23,09-06-23,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,JACOPO CULLIN - E' inutile a dire!,https://www.teatro.it/spettacoli/milano/manzoni/2022-2023/e-inutile-a-dire,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0,0,0.9,9
Spettacoli,09-06-23,09-06-23,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Antropolaroid,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2022-2023/antropolaroid,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Spettacoli,09-06-23,09-06-23,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Peng,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2022-2023/peng,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Convegno/conferenza,09-06-23,09-06-23,"Via Senato, 10, Milano, MI",Archivio di Stato di Milano,"1963-2023, in viaggio da 60 anni",,Formazione e networking,"10, Via Senato, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4700976,9.1981223,0,0,0.1,1
Spettacoli,09-06-23,09-06-23,"Corso Buenos Aires,33,20124, Milano, MI,Italia",Teatro Elfo Puccini - sala Fassbinder,Pochos,https://www.teatro.it/spettacoli/milano/teatro-elfo-puccini-sala-fassbinder/2022-2023/pochos,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
,01-07-23,09-06-23,"Via Gaudenzio Ferrari, 3, Milano, MI",Almach Art Gallery,Tutti i colori del bianco,https://www.milanotoday.it/eventi/colori-bianco-2023.html,Non classificato,"3, Via Gaudenzio Ferrari, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4558833,9.1754506,0,0,0.16,16
,20-06-23,10-06-23,"Via Brera, 30, Milano, MI",Showroom,Presentata a Milano l’opera di saro grimani “milano urban simphony”,https://www.milanotoday.it/eventi/presentata-a-milano-l-opera-di-saro-grimani-2023.html,Non classificato,"30, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4724235,9.1875772,0,0,0.1,1
Disco&Feste,11-06-23,10-06-23,"Piazza Sempione, Milano, MI",Parco Sempione,Torna la grande festa di Radio Deejay: tutti i cantanti che si esibiranno,https://www.milanotoday.it/eventi/party-like-a-deejay-festa-radio-deejay-2023.html,Musica e vita notturna,"Piazza Sempione, Parco Sempione, Municipio 1, Milano, Lombardia, Italia",45.4755976,9.1725451,0,0,0.31,31
Incontri,10-06-23,10-06-23,"Via Benedetto Marcello, Milano, MI",Mercato Benedetto Marcello,Food save con recup - mercato benedetto marcello,https://www.milanotoday.it/eventi/food-save-con-recup-mercato-benedetto-marcello.html,Formazione e networking,"Via Benedetto Marcello, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4793692,9.2068877,0,0,0.36,36
Spettacoli,11-06-23,11-06-23,"Largo Antonio Greppi,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Strehler,Alice canta Battiato - ERI CON ME,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-strehler/2022-2023/alice-canta-battiato-eri-con-me,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4718248,9.1828857,0,0,0.1,1
,28-07-23,12-06-23,"Via Giosuè Carducci, Milano, MI",Piccolo Circo dei Sogni,L’estate 2023 sotto il tendone del piccolo circo dei sogni di Peschiera Borromeo (milano) con il circus summer camp,https://www.milanotoday.it/eventi/l-estate-2023-sotto-il-tendone-del-piccolo-circo.html,Non classificato,"Via Giosuè Carducci, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4642303,9.1746615,0,0,0.30,30
Spettacoli,12-06-23,12-06-23,"Largo Antonio Greppi,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Strehler,Hỳbris,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-strehler/2022-2023/hybris,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4718248,9.1828857,0,0,0.1,1
Convegno/conferenza,13-06-23,13-06-23,"Via Senato, 10, Milano, MI",Archivio di Stato di Milano,Valorizzazione di archivi e collezioni: la gestione di beni e diritti tra vincoli e autonomia negoziale,,Formazione e networking,"10, Via Senato, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4700976,9.1981223,0,0,0.1,1
Spettacoli,13-06-23,13-06-23,"Via Rovello 2,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Grassi,Libertà obbligatoria,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-grassi/2022-2023/di-giorgio-gaber-liberta-obbligatoria,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,0,0,0.1,1
,14-06-23,14-06-23,"Via Jacopo dal Verme, 16, Milano, MI",Isola Casa Teatro,Afferrare marla,https://www.milanotoday.it/eventi/afferrare-marla-dardi-makhloufi.html,Non classificato,"Panificio Angela, 16, Via Jacopo Dal Verme, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4872494,9.188647,0,0,0.26,26
,14-06-23,14-06-23,"Darsena, Milano, MI",Darsena,In Darsena a Milano torna il wakeboard,https://www.milanotoday.it/eventi/wakeboard-darsena-2023.html,Non classificato,"Darsena, Navigli, Municipio 6, Milano, Lombardia, Italia",45.4536286,9.1755852,0,0,0.17,17
,30-06-23,15-06-23,"Via Brera, 2, Milano, MI",Galleria Ponte Rosso,Galleria Ponte Rosso 1973 / 2023,https://www.milanotoday.it/eventi/galleria-ponte-rosso-2023.html,Non classificato,"Valstar, 2, Via Brera, Brera, Milano, Lombardia, 20121, Italia",45.4693543,9.1882354,0,0,0.1,1
Convegno/conferenza,15-06-23,15-06-23,"Via Senato, 10, Milano, MI",Archivio di Stato di Milano,La verità di carta. A cosa servono gli archivi?,,Formazione e networking,"10, Via Senato, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4700976,9.1981223,0,0,0.1,1
Auto e moto,17-06-23,16-06-23,"Piazza Gae Aulenti, Milano, MI",,Power Full Days: un evento per presentare l’auto rivelazione dell’anno,https://www.milanotoday.it/eventi/jeep-avenger-elettrico-evento-milano-2023.html,Altri eventi,"Piazza Gae Aulenti, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, Italia",45.4834778,9.1902248,0,0,0.7,7
