categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,cluster,subcluster,hierarchical_id,subsubcluster
Incontri,15-11-19,15-11-19,"Piazza Castello, Milano, MI",Castello Sforzesco - Sala Studio Bertarelli,"""Connettersi alla vita"": un incontro con Aldo Cazzullo e la divulgatrice Imen Jane per BookCity",https://www.milanotoday.it/eventi/incontro-imen-jane-bookcity.html,Formazione e networking,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
Incontri,17-11-19,15-11-19,"Via San Vittore, 21, Milano, MI",Museo della Scienza e della Tecnologia,Bookcity al Museo: un ricco programma di appuntamenti dedicati alla scienza e alla tecnologia,https://www.milanotoday.it/eventi/bookcity-museo-scienza.html,Formazione e networking,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0,0,0.11,11
Mostre,15-11-19,15-11-19,"Via Santa Marta, 18, Milano, MI",SIAM – Società d'Incoraggiamento d'Arti e Mestieri_Biblioteca,"La natura nell’arte. il campo di lucrezio, la tavola di virgilio e le tovaglie di Cézanne",https://www.milanotoday.it/eventi/la-natura-nell-arte-il-campo-di-lucrezio-2019.html,Arte e cultura,"Accademia Teatro alla Scala, 18, Via Santa Marta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4617877,9.1823933,0,0,0.1,1
Spettacoli,15-11-19,15-11-19,"Piazza Cesare Beccaria 8,20122, Milano, MI,Italia",Gerolamo,Dal Fringe di Edimburgo (Scaramouche Jones),https://www.teatro.it/spettacoli/milano/gerolamo/2019-2020/dal-fringe-di-edimburgo-scaramouche-jones,Teatro e spettacolo,"Teatro Gerolamo, 8, Piazza Cesare Beccaria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.464175,9.1945551,0,0,0.1,1
Spettacoli,15-11-19,15-11-19,"Via San Giovanni sul muro 2,20121, Milano, MI,Italia",Dal Verme,The Musical Box,https://www.teatro.it/spettacoli/milano/dal-verme/2019-2020/the-musical-box,Teatro e spettacolo,"2, Via San Giovanni sul Muro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4671162,9.1814924,0,0,0.1,1
Teatri,15-12-19,15-11-19,"Via Giorgio Jan, 10, Milano, MI",La Camera Chiara,Mario Lasalandra - Il regista della luce,https://www.milanotoday.it/eventi/mario-lasalandra-il-regista-2019.html,Teatro e spettacolo,"Via Giorgio Jan, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20219, Italia",45.4775513,9.2104182,0,0,0.3,3
Incontri,16-11-19,16-11-19,"Piazza degli Affari, 6, Milano, MI",Palazzo Mezzanotte - Borsa Italiana,"Concerto ""la primavera de la risonanza - l'estro armonico ii""",https://www.milanotoday.it/eventi/concerto-la-primavera-de-la-risonanza-l-estro-armonico.html,Formazione e networking,"6, Piazza degli Affari, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4650319,9.1832284,0,0,0.1,1
Spettacoli,16-11-19,16-11-19,"Via Rivoli 6,20121, Milano, MI,Italia",Piccolo Teatro - Studio Melato,Ritorno a Reims,https://www.teatro.it/spettacoli/milano/piccolo-teatro-studio-melato/2019-2020/ritorno-a-reims,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881,0,0,0.1,1
Fiere,17-11-19,16-11-19,"Via San Marco, 40, Milano, MI",Museo dei Navigli,Fiera nazionale del panettone e del pandoro a Milano,https://www.milanotoday.it/eventi/panettone-pandoro-esposizione-via-san-marco.html,Mercati e shopping,"Domò, 40, Via San Marco, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4784052,9.1891516,0,0,0.1,1
Incontri,16-11-19,16-11-19,"Piazza degli Affari, 6, Milano, MI",Palazzo Mezzanotte - Borsa Italiana,Sviluppo economico e genere: l'impresa di essere donna,https://www.milanotoday.it/eventi/sviluppo-economico-e-genere-l-impresa-di-essere-donna.html,Formazione e networking,"6, Piazza degli Affari, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4650319,9.1832284,0,0,0.1,1
Incontri,16-11-19,16-11-19,"Corso Magenta, 61, Milano, MI",Palazzo Stelline,#Techjobsday2019,https://www.milanotoday.it/eventi/techjobsday2019.html,Formazione e networking,"61, Corso Magenta, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4656392,9.1722471,0,0,0.8,8
Spettacoli,16-11-19,16-11-19,"Largo Antonio Greppi,20121, Milano, MI,Italia",Piccolo Teatro - Teatro Strehler,Orestea,https://www.teatro.it/spettacoli/milano/piccolo-teatro-teatro-strehler/2019-2020/orestea,Teatro e spettacolo,"Largo Antonio Greppi, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4718502,9.1827114,0,0,0.1,1
Concerti,30-12-19,16-11-19,"Alzaia Naviglio Grande, 4, Milano, MI",Naviglio Grande,"Navigli, arriva un magico concerto sull'acqua",https://www.milanotoday.it/eventi/concerto-navigli-natale-barca.html,Musica e vita notturna,"4, Alzaia Naviglio Grande, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.4521916,9.1761844,0,0,0.17,17
Incontri,16-11-19,16-11-19,"Largo Gustav Mahler, Milano, MI",Auditorium di MIlano Fondazione Cariplo,Gospel times,https://www.milanotoday.it/eventi/gospel-times-gospel-times.html,Formazione e networking,"Largo Gustav Mahler, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4463151,9.1792547,0,0,0.21,21
Cibo e Vino,17-11-19,16-11-19,"Via San Marco, 40, Milano, MI",Museo dei Navigli,Natale è dietro l'angolo: ecco la nuova Fiera Nazionale del panettone e del pandoro,https://www.milanotoday.it/eventi/fiera-panettone-pandoro.html,Enogastronomia,"Domò, 40, Via San Marco, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4784052,9.1891516,0,0,0.1,1
Teatri,17-11-19,16-11-19,"Via Daniele Crespi, 9, Milano, MI",Nuovo Teatro Ariberto,Parto cesareo,https://www.milanotoday.it/eventi/parto-cesareo-francesco-lonano.html,Teatro e spettacolo,"9, Via Daniele Crespi, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4571749,9.1740807,0,0,0.-1,-1
Incontri,16-11-19,16-11-19,"Via Edmondo de Amicis, 17, Milano, MI",Centro Artistico Alik Cavaliere e Casottello,"Metissage, pagine di Cinemusicarte",https://www.milanotoday.it/eventi/metissage-pagine-di-cinemusicarte-angela-vettese-cfc-band.html,Formazione e networking,"Antiquarium Alda Levi, 17, Via Edmondo De Amicis, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4577507,9.1796498,0,0,0.1,1
Incontri,17-11-19,16-11-19,"Via Federico Confalonieri, Milano, MI",Biblioteca degli Alberi,"Bookcity 2019, due eventi alla Biblioteca degli Alberi di Milano (Bam)",https://www.milanotoday.it/eventi/bookcity-biblioteca-alberi-porta-nuova.html,Formazione e networking,"Via Federico Confalonieri, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.486505,9.190023,0,0,0.26,26
Incontri,16-11-19,16-11-19,"Piazza degli Affari, 6, Milano, MI",Palazzo Mezzanotte - Borsa Italiana,Sostenibilità ad arte - Programma serale,https://www.milanotoday.it/eventi/sostenibilita-ad-arte-programma.html,Formazione e networking,"6, Piazza degli Affari, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4650319,9.1832284,0,0,0.1,1
Spettacoli,17-11-19,17-11-19,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Anfitrione,https://www.teatro.it/spettacoli/milano/manzoni/2019-2020/anfitrione,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0,0,0.9,9
Incontri,17-11-19,17-11-19,"Via Santa Marta, 18, Milano, MI",SIAM,Enrico Tommasi – book city,https://www.milanotoday.it/eventi/enrico-tommasi-book-city-2019.html,Formazione e networking,"Accademia Teatro alla Scala, 18, Via Santa Marta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4617877,9.1823933,0,0,0.1,1
Spettacoli,17-11-19,17-11-19,"Corso Buenos Aires,33,20124, Milano, MI,Italia",Teatro Elfo Puccini - sala Fassbinder,Open - La mia storia,https://www.teatro.it/spettacoli/milano/teatro-elfo-puccini-sala-fassbinder/2019-2020/open-la-mia-storia,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Spettacoli,17-11-19,17-11-19,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,Lo zoo di vetro,https://www.teatro.it/spettacoli/milano/carcano/2019-2020/lo-zoo-di-vetro,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297,0,0,0.10,10
Spettacoli,17-11-19,17-11-19,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,Sweeney Todd - Il diabolico barbiere di Fleet Street,https://www.teatro.it/spettacoli/milano/nuovo/2019-2020/sweeney-todd-il-diabolico-barbiere-di-fleet-street,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703,0,0,0.1,1
Incontri,17-11-19,17-11-19,"Piazza Castello, Milano, MI",Castello Sforzesco,"Domenica 17 novembre: ""Al tempo dei visconti"" evento del Bookcity milano",https://www.milanotoday.it/eventi/domenica-17-novembre-al-tempo-dei-visconti-2019.html,Formazione e networking,"Piazza Castello, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, Italia",45.4704699,9.1819129,0,0,0.1,1
Spettacoli,17-11-19,17-11-19,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Angels in America - Si avvicina il millennio (Parte I),https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2019-2020/angels-in-america-fantasia-gay-su-temi-nazionali-prima-parte-si-avvicina-il-millennio,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Spettacoli,17-11-19,17-11-19,"Piazza Cesare Beccaria 8,20122, Milano, MI,Italia",Gerolamo,Dal Fringe di Edimburgo (My Darling Clemmie),https://www.teatro.it/spettacoli/milano/gerolamo/2019-2020/dal-fringe-di-edimburgo-scaramouche-jones-my-darling-clemmie,Teatro e spettacolo,"Teatro Gerolamo, 8, Piazza Cesare Beccaria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.464175,9.1945551,0,0,0.1,1
Concerti,18-11-19,18-11-19,"Largo Gustav Mahler, Milano, MI",Auditorium di Milano,"Tiromancino, arriva un concerto benefico per Fondazione Telethon",https://www.milanotoday.it/eventi/tiromancino-concerto-auditorium.html,Musica e vita notturna,"Largo Gustav Mahler, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4463151,9.1792547,0,0,0.21,21
Manifestazioni,18-11-19,18-11-19,"Via San Giovanni sul Muro, Milano, MI",Teatro dal Verme,"""Milano Music Week"": gli appuntamenti di lunedì 18 novembre",https://www.milanotoday.it/eventi/milano-music-week-inaugurazione.html,Altri eventi,"Via San Giovanni sul Muro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4663902,9.1810058,0,0,0.1,1
Incontri,30-11-19,18-11-19,"Via Laghetto, 2, Milano, MI",milano,"""1989 - 2019. tre iniziative in occasione del trentennale della caduta del muro di Berlino",https://www.milanotoday.it/eventi/1989-2019-tre-iniziative-in-occasione-del-trentennale-2019.html,Formazione e networking,"Chiamamilano, 2, Via Laghetto, Duomo, Brera, Milano, Lombardia, 20122, Italia",45.4614842,9.195516,0,0,0.1,1
Incontri,18-11-19,18-11-19,"Piazza del Duomo, Milano, MI",Mondadori Megastore,"Alberto Angela incontra il pubblico e firma le copie del suo libro ""Meraviglie""",https://www.milanotoday.it/eventi/alberto-angela-incontro-mondadori.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Incontri,23-12-19,18-11-19,"Largo Francesco Richini, 14, Milano, MI",VIDAS Christmas Shop,Tornano i vidas christmas shop: apertura il 18 novembre in largo Richini,https://www.milanotoday.it/eventi/tornano-i-vidas-christmas-shop-apertura.html,Formazione e networking,"14, Largo Francesco Richini, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4594198,9.1926085,0,0,0.-1,-1
Spettacoli,18-11-19,18-11-19,"Largo Gustav Mahler,20136, Milano, MI,Italia",Auditorium di Milano,TIROMANCINO,https://www.teatro.it/spettacoli/milano/auditorium-di-milano/2019-2020/tiromancino,Teatro e spettacolo,"Largo Gustav Mahler, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4463151,9.1792547,0,0,0.21,21
Incontri,19-11-19,19-11-19,"Via Sant'Antonio, 5, Milano, MI",Casa Cardinale Ildefonso Schuster,La nascita degli elementi chimici,https://www.milanotoday.it/eventi/la-nascita-degli-elementi-chimici-marco-bersanelli-2019.html,Formazione e networking,"5, Via Sant'Antonio, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4614519,9.1934697,0,0,0.1,1
Incontro/presentazione,19-11-19,19-11-19,"De Amicis, Milano, MI",Luogo sconosciuto,"Le palafitte: ricerca, conservazione, valorizzazione",,Formazione e networking,"De Amicis, Via Edmondo De Amicis, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4591231,9.177399,0,0,0.-1,-1
Incontri,19-11-19,19-11-19,"Via delle Ore, 3, Milano, MI",Ambrosianeum,Paura di vivere o paura di morire? Interroghiamoci su malattie e fine vita oltre le manipolazioni,https://www.milanotoday.it/eventi/paura-di-vivere-o-paura-di-morire-2019.html,Formazione e networking,"Ambrosianeum, 3, Via delle Ore, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4628936,9.1925597,0,0,0.1,1
Teatri,23-11-19,20-11-19,"Via Rivoli, 6, Milano, MI",Teatro Studio Melato,'I'm a woman. Do you hear me?': lo spettacolo sull'identità femminile al Piccolo,https://www.milanotoday.it/eventi/i-m-a-woman-spettacolo.html,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881,0,0,0.1,1
Spettacoli,20-11-19,20-11-19,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Paolo Cevoli - La sagra famiglia,https://www.teatro.it/spettacoli/milano/manzoni/2019-2020/la-sagra-famiglia,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,0,0,0.9,9
Incontri,20-11-19,20-11-19,"Via Ulrico Hoepli, 3C, Milano, MI",Auditorium San Fedele,Pippo Pollina 30 anni camminando - Tour europeo,https://www.milanotoday.it/eventi/pippo-pollina-30-anni-2019.html,Formazione e networking,"Via Ulrico Hoepli, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4665215,9.1926359,0,0,0.1,1
Incontri,20-11-19,20-11-19,"Largo Gustav Mahler, Milano, MI",Auditorium Fondazione Cariplo,"Le ""quattro stagioni"" di Vivaldi e le ""america four season"" di philip glass eseguite da robert mcduffie",https://www.milanotoday.it/eventi/le-quattro-stagioni-di-vivaldi.html,Formazione e networking,"Largo Gustav Mahler, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4463151,9.1792547,0,0,0.21,21
,21-12-19,21-11-19,"Via Benedetto Marcello, 46, Milano, MI",Galleria Manifiesto Blanco,mostra farbe + form =ton  -  giovanni pirondini @ manifiesto blanco,https://www.milanotoday.it/eventi/mostra-farbe-form-ton-giovanni-pirondini-manifiesto-blanco-giovanni-pirondini-7007111.html,Non classificato,"Manifiesto Blanco, 46, Via Benedetto Marcello, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4830737,9.2106807,0,0,0.24,24
Incontri,21-11-19,21-11-19,"Via delle Ore, 3, Milano, MI",Fondazione Ambrosianeum,Trio argentina - La piccola stagione,https://www.milanotoday.it/eventi/trio-argentina-la-piccola-stagione-2019.html,Formazione e networking,"Ambrosianeum, 3, Via delle Ore, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4628936,9.1925597,0,0,0.1,1
,24-11-19,21-11-19,"Via San Vittore, 21, Milano, MI",Museo Nazionale Scienza e Tecnologia,La Lega del Filo d'Oro al Focus Live Festival,https://www.milanotoday.it/eventi/eventi-lega-filo-oro-focus-live.html,Non classificato,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0,0,0.11,11
,24-11-19,21-11-19,"Via San Vittore, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,"Robot, 3d, incredibili esperienze virtuali: torna Focus live a Milano al Museo Scienza",https://www.milanotoday.it/eventi/focus-live-2019-scienza.html,Non classificato,"Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20144, Italia",45.4644719,9.1666084,0,0,0.2,2
Mostre,23-11-19,21-11-19,"Via Borgogna, 34, Milano, MI",Base,Posters rock!,https://www.milanotoday.it/eventi/posters-rock-2019.html,Arte e cultura,"Via Borgogna, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4657685,9.1997325,0,0,0.1,1
Incontri,08-12-19,21-11-19,"Via Achille Maiocchi, 15, Milano, MI",Maiocchi15,Cartoon's feet,https://www.milanotoday.it/eventi/cartoon-s-feet-cut-2019.html,Formazione e networking,"Via Achille Maiocchi, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4762588,9.2159801,0,0,0.0,0
Mostre,26-11-19,21-11-19,"Via Senato, 18, Milano, MI",Яlab,"A Milano arriva ""Stories"", un confronto tra artisti e designer con opere di Sara Vola, Paolo Mei e tanti altri",https://www.milanotoday.it/eventi/stories-confronto-artisti-sara-vola.html,Arte e cultura,"18, Via Senato, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.4711772,9.1966763,0,0,0.9,9
Mostre,12-01-20,22-11-19,"Via Giorgio Jan, 15, Milano, MI",Casa Museo Boschi Di Stefano,Mostra “ceramiche al centro – Milano makers e le ceramiche di design”,https://www.milanotoday.it/eventi/mostra-ceramiche-al-centro-milano-makers.html,Arte e cultura,"Casa-museo Boschi Di Stefano, 15, Via Giorgio Jan, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4790348,9.2117518,0,0,0.3,3
Incontri,22-11-19,22-11-19,"Via Tortona, 58, Milano, MI","Padiglione Visconti Teatro alla Scala, via Tortona,58, Milano",Stanze del silenzio e stanze dei culti,https://www.milanotoday.it/eventi/stanze-del-silenzio-e-stanze-dei-culti-2019.html,Formazione e networking,"58, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.451368,9.1610367,0,0,0.5,5
Mostre,12-01-20,22-11-19,"Via Giorgio Jan, 15, Milano, MI",Casa Museo Boschi Di Stefano,Mostra “ceramiche al centro – Milano makers e le ceramiche di design”,https://www.milanotoday.it/eventi/mostra-ceramiche-al-centro-milano-makers.html,Arte e cultura,"Casa-museo Boschi Di Stefano, 15, Via Giorgio Jan, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4790348,9.2117518,0,0,0.3,3
Spettacoli,22-11-19,22-11-19,"Corso Magenta 24,20123, Milano, MI,Italia",MTM - Litta,Il fu Mattia Pascal - L'uomo che visse due volte,https://www.teatro.it/spettacoli/milano/litta/2019-2020/il-fu-mattia-pascal-luomo-che-visse-due-volte,Teatro e spettacolo,"24, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4658664,9.1782835,0,0,0.1,1
Incontri,22-11-19,22-11-19,"Piazza del Duomo, Milano, MI",Mondadori Megastore,"Joël Dicker, l'autore de ""La verità sul caso Harry Quebert"" incontra i lettori e firma le copie dei suoi libri",https://www.milanotoday.it/eventi/joel-dicker-incontra-lettori.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0,0,0.1,1
Incontri,23-11-19,23-11-19,"Via Antonio Stoppani, 12, Milano, MI",Associazione Alia,Figlio mio non ti capisco. Cosa vogliono dire i comportamenti dei nostri figli,https://www.milanotoday.it/eventi/figlio-mio-non-ti-capisco-cosa-vogliono.html,Formazione e networking,"12, Via Antonio Stoppani, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4754027,9.2128581,0,0,0.0,0
,23-11-19,23-11-19,"Piazza San Babila, Milano, MI",Teatro Nuovo,Shrek: ecco il musical al Teatro Nuovo,https://www.milanotoday.it/eventi/shrek-the-musical.html,Non classificato,"Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.466374,9.1977066,0,0,0.1,1
Incontri,23-11-19,23-11-19,"Piazza San Fedele, 4, Milano, MI",Auditorium san fedele - sala Ricci,"""Passione e professione: il ruolo dei circoli fotografici"". Arriva un incontro all'Auditorium San Fedele",https://www.milanotoday.it/eventi/passione-e-professione-incontro-foto.html,Formazione e networking,"Museo San fedele, 4, Piazza San Fedele, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4666443,9.1914503,0,0,0.1,1
Manifestazioni,24-11-19,23-11-19,"Corso Magenta, 24, Milano, MI",Teatro Litta,"Milano, arriva ""We World Festival"" contro la violenza sulle donne. Ospite d'onore: Roberto Saviano",https://www.milanotoday.it/eventi/we-world-festival-contro-violenza-donne-saviano.html,Altri eventi,"24, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4658664,9.1782835,0,0,0.1,1
Incontri,23-11-19,23-11-19,"Via Borgogna, 3, Milano, MI",Casa della Cultura,Incontro: Marco Urso – i felini africani,https://www.milanotoday.it/eventi/incontro-marco-urso-i-felini-africani.html,Formazione e networking,"Marco, 3, Via Borgogna, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.4659702,9.1981985,0,0,0.1,1
Manifestazioni,24-11-19,23-11-19,"Via Santa Radegonda, 8, Milano, MI",Cinema Odeon,"""Vanity Fair Stories 2019"": due giorni di incontri gratuiti con Cristiana Capotondi, Gigi Buffon e tanti altri",https://www.milanotoday.it/eventi/vanity-fair-stories-2019.html,Altri eventi,"The Space Cinema Odeon, 8, Via Santa Radegonda, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4651207,9.192365,0,0,0.1,1
Attività Didattica,23-11-19,23-11-19,"via Brera, 28, Milano, MI",Pinacoteca di Brera,Scopri che santo sono! I santi martiri,,Formazione e networking,"Istituto Nazionale di Astrofisica – Osservatorio astronomico di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4715946,9.1889707,0,0,0.1,1
Spettacoli,23-11-19,23-11-19,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Die Ägyptische Helena,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2019-2020/die-agyptische-helena,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4676198,9.1884287,0,0,0.1,1
,24-11-19,23-11-19,"Via Mario Pagano, 6, Milano, MI",Attila&Co,Una mano dalle stelle: l'iniziativa solidale,https://www.milanotoday.it/eventi/una-mano-dalle-stelle.html,Non classificato,"6, Via Mario Pagano, Pagano, Municipio 1, Milano, Lombardia, 20145, Italia",45.4746749,9.1706468,0,0,0.-1,-1
,24-11-19,23-11-19,"Via Mario Pagano, 6, Milano, MI",Attila&Co,Una mano dalle stelle: l'iniziativa solidale,https://www.milanotoday.it/eventi/una-mano-dalle-stelle.html,Non classificato,"6, Via Mario Pagano, Pagano, Municipio 1, Milano, Lombardia, 20145, Italia",45.4746749,9.1706468,0,0,0.-1,-1
Mercatini,24-12-19,23-11-19,"Via Santa Croce, 19, Milano, MI",Spazio Natale Emergency,"Milano, arriva il mercatino di Natale di Emergency per fare beneficenza",https://www.milanotoday.it/eventi/mercatino-natale-emergency-2019.html,Mercati e shopping,"Enoteca naturale, 19, Via Santa Croce, Ticinese, Municipio 1, Milano, Lombardia, 20122, Italia",45.4533988,9.1819841,0,0,0.1,1
Incontri,23-11-19,23-11-19,"Via Festa del Perdono, 7, Milano, MI",Università degli Studi Statale di Milano,"""La morte e il morire: argomenti di vita"". Convegno dell'Ass. Coscioni in Statale a Milano",https://www.milanotoday.it/eventi/morte-coscioni-statale-23-novembre-2019.html,Formazione e networking,"7, Via Festa del Perdono, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4603865,9.1939871,0,0,0.1,1
Spettacoli,24-11-19,24-11-19,"Corso Magenta 24,20123, Milano, MI,Italia",MTM - La Cavallerizza,La maschia,https://www.teatro.it/spettacoli/milano/litta-sala-la-cavallerizza/2019-2020/la-maschia,Teatro e spettacolo,"24, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4658664,9.1782835,0,0,0.1,1
Spettacoli,24-11-19,24-11-19,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,Barbablù,https://www.teatro.it/spettacoli/milano/carcano/2019-2020/barbablu,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297,0,0,0.10,10
Spettacoli,24-11-19,24-11-19,"Via Filodrammatici 2,20121, Milano, MI,Italia",Teatro Alla Scala,Ensemble Barocco,https://www.teatro.it/spettacoli/milano/teatro-alla-scala/2019-2020/ensemble-barocco,Teatro e spettacolo,"2, Via Filodrammatici, Brera, Milano, Lombardia, 20121, Italia",45.4676198,9.1884287,0,0,0.1,1
Spettacoli,24-11-19,24-11-19,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Angels in America - Perestroika (Parte II),https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2019-2020/angels-in-america-fantasia-gay-su-temi-nazionali-seconda-parte-perestroika,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0,0,0.3,3
Spettacoli,24-11-19,24-11-19,"via Filodrammatici,1,20121, Milano, MI,Italia",Filodrammatici,Gioventù senza,https://www.teatro.it/spettacoli/milano/filodrammatici/2019-2020/gioventu-senza,Teatro e spettacolo,"Teatro dei Filodrammatici, 1, Via Filodrammatici, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.467261,9.188435,0,0,0.1,1
Spettacoli,24-11-19,24-11-19,"Piazza Cesare Beccaria 8,20122, Milano, MI,Italia",Gerolamo,La neve del Vesuvio,https://www.teatro.it/spettacoli/milano/gerolamo/2019-2020/la-neve-del-vesuvio,Teatro e spettacolo,"Teatro Gerolamo, 8, Piazza Cesare Beccaria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.464175,9.1945551,0,0,0.1,1
