categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,Cluster
Teatri,19-01-19,2019-01-16,"Via Giovanni Bovio, Milano, MI",Teatro Munari,"""Le canzoni del signor Dario Fo"": dal 16 al 19 gennaio al Teatro Munari",https://www.milanotoday.it/eventi/canzoni-signor-dario-fo.html,Teatro e spettacolo,"Via Giovanni Bovio, Dergano, Municipio 9, Milano, Lombardia, 20159, Italia",45.5027065,9.1827045,5
Mostre,16-01-19,2019-01-16,"Via Savona, 61, Milano, MI",Barbara Frigerio Contemporary Art,"La storia dell'arte in Galleria - “1891, giovanni segantini “le due madri ”",https://www.milanotoday.it/eventi/la-storia-dell-arte-in-galleria-1891.html,Arte e cultura,"61, Via Savona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4523868,9.159355,7
Teatri,20-01-19,2019-01-16,"Piazza Piero Carnelli, Milano, MI",Teatro Delfino,Enzo Iacchetti al teatro Delfino di Milano con libera Nos Domine,https://www.milanotoday.it/eventi/enzo-iacchetti-al-teatro-delfino-di-milano.html,Teatro e spettacolo,"Piazza Don Piero Carnelli, Mecenate, Municipio 4, Milano, Lombardia, 20059, Italia",45.4584915,9.2436908,6
Cinema,16-01-19,2019-01-16,"Via Luigi Pirandello, Milano, MI",Frigoriferi Milanesi,Il Cinemino: “Gli autori del futuro” il 16 gennaio presso i Frigoriferi Milanesi,https://www.milanotoday.it/eventi/cinemino-autori-futuro.html,Arte e cultura,"Via Luigi Pirandello, Washington, Municipio 7, Milano, Lombardia, 20144, Italia",45.4633283,9.1567444,3
Mostre,17-02-19,2019-01-16,"Via San Sisto, 4, Milano, MI",STUDIO MUSEO FRANCESCO MESSINA,"Valdi Spagnulo, ""contrappunto""",https://www.milanotoday.it/eventi/valdi-spagnulo-contrappunto-valdi-spagnulo-2018.html,Arte e cultura,"4, Via San Sisto, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4607942,9.1815957,0
Cinema,17-01-19,2019-01-17,"Via Pantano, 9, Milano, MI",Auditorium di Assolombarda,"""The Post"": giovedì 17 gennaio all'Auditorium di Assolombarda",https://www.milanotoday.it/eventi/the-post-auditorium-assolombarda.html,Arte e cultura,"Via Pantano, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4596041,9.1917418,0
Spettacoli,17-01-19,2019-01-17,"Corso Venezia 2/A,20121, Milano, MI,Italia",San Babila,Uno Nessuno Centomila,https://www.teatro.it/spettacoli/milano/san-babila/2018-2019/uno-nessuno-centomila,Teatro e spettacolo,"2a, Corso Venezia, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4670204,9.1981104,0
Teatri,18-01-19,2019-01-17,"Via Giuseppe di Vittorio, Milano, MI",Mediolanum Forum,“Innamorato perso”: nuovo show di Enrico Brignano il 17 e 18 gennaio al Forum,https://www.milanotoday.it/eventi/innamorato-perso-nuovo-show-di-enrico-brignano-il-17-gennaio-al-mediolanum-forum.html,Teatro e spettacolo,"Via Giuseppe Di Vittorio, Cascine Olona, Vighignolo, Settimo Milanese, Milano, Lombardia, 20019, Italia",45.4876868,9.0566303,1
Teatri,17-01-19,2019-01-17,"Via Fratelli Fossati, 2, Milano, MI",Liceo FAES Città Studi,Diet conference: incontro con Germano Lanzoni,https://www.milanotoday.it/eventi/diet-conference-incontro-con-germano-lanzoni-2019.html,Teatro e spettacolo,"Via Fratelli Fossati, Città Studi, Municipio 3, Milano, Lombardia, 20131, Italia",45.4815539,9.228941,9
Spettacoli,17-01-19,2019-01-17,"p.zza IV Novembre 3,20025, Legnano, MI,Italia",Talisio Tirinnanzi,"Forza, il meglio è passato",https://www.teatro.it/spettacoli/legnano/talisio-tirinnanzi/2018-2019/forza-il-meglio-e-passato,Teatro e spettacolo,"Scuola Secondaria di Primo Grado Giovanni Ungaretti, 3, Piazza Quattro Novembre, San Giorgio su Legnano, Milano, Lombardia, 20034, Italia",45.5765251,8.9157963,4
Teatri,19-01-19,2019-01-17,"Via Tertulliano, 70, Milano, MI",Spazio Tertulliano,"Non siamo in pericolo | Spettacolo teatrale, Spazio Tertulliano",https://www.milanotoday.it/eventi/non-siamo-in-pericolo-2019.html,Teatro e spettacolo,"Opendot, 70, Via Tertulliano, Umbria - Molise, Municipio 4, Milano, Lombardia, 20137, Italia",45.4479324,9.2219729,9
Disco&Feste,18-01-19,2019-01-18,"Via Pietrasanta, 16, Milano, MI",Magazzini Generali,Dj set di Kerri Chandler: venerdì 18 gennaio ai Magazzini Generali,https://www.milanotoday.it/eventi/chandler-magazzini-generali.html,Musica e vita notturna,"16, Via Pietrasanta, Ex Om - Morivione, Municipio 5, Milano, Lombardia, 20141, Italia",45.4440954,9.1951652,7
Manifestazioni,20-01-19,2019-01-18,"Piazza della Repubblica, Milano, MI",Atelier del Teatro e delle Arti,"Risate e divertimento: l'iniziativa di ""Collettivo Clown"" dal 18 al 20 gennaio",https://www.milanotoday.it/eventi/risate-e-divertimento-collettivo.html,Altri eventi,"Piazza della Repubblica, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4798616,9.1986203,0
Spettacoli,18-01-19,2019-01-18,"Via G. di Vittorio 6,20090, Assago, MI,Italia",Unipol Forum,Innamorato perso,https://www.teatro.it/spettacoli/assago/mediolanum-forum/2018-2019/innamorato-perso,Teatro e spettacolo,"20090, Italy",45.407,9.1083,8
,20-01-19,2019-01-18,"Via Nino Bixio, 6, Milano, MI",,'Sagra del risotto': dal 18 al 20 gennaio piatti e vini lombardi,https://www.milanotoday.it/eventi/sagra--risotto-2019.html,Non classificato,"6, Via Nino Bixio, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4720123,9.2077305,9
Concerti,18-01-19,2019-01-18,"Viale Affori, 21, Milano, MI",Villa Litta,Settecento in quartetto,https://www.milanotoday.it/eventi/settecento-in-quartetto-fatlinda.html,Musica e vita notturna,"Biblioteca Comunale Affori, 21, Viale Affori, Affori, Municipio 9, Milano, Lombardia, 20161, Italia",45.5166084,9.1673769,3
Spettacoli,18-01-19,2019-01-18,"Piazza S. Magno,20025, Legnano, MI,Italia",Galleria,Grease,https://www.teatro.it/spettacoli/legnano/galleria/2018-2019/grease,Teatro e spettacolo,"Piazza San Magno, San Magno, Oltresempione, Legnano, Milano, Lombardia, 20025, Italia",45.5945288,8.9180098,4
Teatri,18-01-19,2019-01-18,"Via Fratelli Zoia, 89, Milano, MI",Spazio Teatro 89,Il bradipo e la carpa allo Spazio Teatro 89,https://www.milanotoday.it/eventi/il-bradipo-e-la-carpa-allo-spazio-teatro-89.html,Teatro e spettacolo,"Via Fratelli Zoia, Quarto Cagnino, Municipio 7, Milano, Lombardia, 20153, Italia",45.4720145,9.1089432,3
Mostre,06-02-19,2019-01-18,"Via Andrea Maria Ampère, 2, Milano, MI",Galleria del Progetto,Inaugurazione mostra Contentious objects/ashamed Subjects - 18 gennaio h 18.30,https://www.milanotoday.it/eventi/inaugurazione-mostra-contentious-objects-2019.html,Arte e cultura,"Via Andrea Maria Ampère, Città Studi, Municipio 3, Milano, Lombardia, 20131, Italia",45.4815526,9.2266627,9
Concerti,19-01-19,2019-01-18,"Via Pietrasanta, 16, Milano, MI",Magazzini Generali,Kerri Chandler | Milano,https://www.milanotoday.it/eventi/kerri-chandler-milano-kerri-chandler.html,Musica e vita notturna,"16, Via Pietrasanta, Ex Om - Morivione, Municipio 5, Milano, Lombardia, 20141, Italia",45.4440954,9.1951652,7
Manifestazioni,19-01-19,2019-01-19,"Piazza Duca d'Aosta, 6, Milano, MI",Hotel Michelangelo,Milano map fair,https://www.milanotoday.it/eventi/milano-map-fair-associazione-culturale-civitellarte.html,Altri eventi,"Glam Hotel, 4/6, Piazza Duca d'Aosta, Centrale, Municipio 2, Milano, Lombardia, 20124, Italia",45.4838059,9.2034199,9
,20-01-19,2019-01-19,"Via Novegro, 1a, Milano, MI",Parco Esposizioni Novegro (Mi),'Bimboday 2019': un mondo di gonfiabili,https://www.milanotoday.it/eventi/bimboday-2019.html,Non classificato,"1a, Via Novegro, Novegro, Segrate, Milano, Lombardia, 20054, Italia",45.4686095,9.2835856,6
Manifestazioni,20-01-19,2019-01-19,"Via Novegro, 1a, Milano, MI",Parco Esposizioni Novegro,Bimboday – Un mondo di gonfiabili,https://www.milanotoday.it/eventi/bimboday-un-mondo-di-gonfiabili-2018.html,Altri eventi,"1a, Via Novegro, Novegro, Segrate, Milano, Lombardia, 20054, Italia",45.4686095,9.2835856,6
Teatri,20-01-19,2019-01-19,"Piazza San Babila, Milano, MI",Teatro Nuovo,Musical Sister Act al Teatro Nuovo di Milano,https://www.milanotoday.it/eventi/sister-act-musical-2018.html,Teatro e spettacolo,"Piazza San Babila, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.466374,9.1977066,0
Teatri,19-01-19,2019-01-19,"Via Dalmazia, 11, Milano, MI",Cinema Teatro Delfino,Incanto - Spettacolo di illusionismo di Mattia Boschi,https://www.milanotoday.it/eventi/incanto-spettacolo-di-illusionismo-di-mattia-boschi.html,Teatro e spettacolo,"Via Dalmazia, Quartiere Forlanini, Mecenate, Municipio 4, Milano, Lombardia, 20059, Italia",45.4585428,9.2453047,6
Incontri,19-01-19,2019-01-19,"Via Marco Aurelio, 9, Milano, MI",Prima Chiesa del Cristo Scientista,Conferenza della scienza cristiana,https://www.milanotoday.it/eventi/conferenza-della-scienza-cristiana-alexander-fischer.html,Formazione e networking,"9, Via Marco Aurelio, Nolo, Municipio 2, Milano, Lombardia, 20127, Italia",45.4911883,9.2211208,9
Incontri,19-01-19,2019-01-19,"Via Apelle, 2, Milano, MI",dimensione 2,La tua personalità in musica - Performance,https://www.milanotoday.it/eventi/la-tua-personalita-in-musica-performance-alessandro-sironi.html,Formazione e networking,"2, Via Apelle, Viale Monza, Municipio 2, Milano, Lombardia, 20128, Italia",45.5058386,9.2273781,5
Incontri,20-01-19,2019-01-19,"Via Eugenio Villoresi, 26, Milano, MI",Teatro Linguaggicreativi,Sembrava danzare – Storia del pugile che sfidò Hitler,https://www.milanotoday.it/eventi/sembrava-danzare-storia-del-pugile-che-sfido-hitler.html,Formazione e networking,"26, Via Eugenio Villoresi, Isola del Bosco, Torretta, Sesto San Giovanni, Zona Omogenea Milano Nord, Milano, Lombardia, 20099, Italia",45.5258217,9.225938,5
Manifestazioni,20-01-19,2019-01-19,"Via Tortona, 27, Milano, MI",SuperStudio Più,Salone della cultura 2019,https://www.milanotoday.it/eventi/salone-della-cultura-2019.html,Altri eventi,"D-share, 27, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4506925,9.1634708,7
Teatri,19-01-19,2019-01-19,"Via Lattanzio, 58, Milano, MI",Teatro Oscar,Risate da oscar: Giancarlo Kalabrugovich,https://www.milanotoday.it/eventi/risate-da-oscar-giancarlo-kalabrugovich.html,Teatro e spettacolo,"Teatro Oscar DeSidera, 58/A, Via Lattanzio, Umbria - Molise, Municipio 4, Milano, Lombardia, 20137, Italia",45.4523298,9.2167181,9
Concerti,19-01-19,2019-01-19,"Via Marco D'Oggiono, Milano, MI",Teatro LabArca,Enrico Intra - Piano solo,https://www.milanotoday.it/eventi/enrico-intra-piano-solo-enrico-intra.html,Musica e vita notturna,"Via Marco d'Oggiono, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4569667,9.1758861,7
Disco&Feste,19-01-19,2019-01-19,"Via Giovanni Bellezza, Milano, MI",Arci Bellezza,"""Discoteca Anni 90"": sabato 19 gennaio al Circolo Arci Bellezza",https://www.milanotoday.it/eventi/discoteca-arci-bellezza.html,Musica e vita notturna,"Via Giovanni Bellezza, Vigentina, Municipio 5, Milano, Lombardia, 20136, Italia",45.4485941,9.1963054,9
Manifestazioni,20-01-19,2019-01-19,"Via Novegro, Milano, MI",Parco Esposizioni Novegro,"""Bimbo Day"": il 19 e 20 gennaio al Parco Esposizioni Novegro",https://www.milanotoday.it/eventi/bimbo-day-novegro.html,Altri eventi,"Via Novegro, Novegro, Segrate, Milano, Lombardia, 20054, Italia",45.4688231,9.2825667,6
Teatri,19-01-19,2019-01-19,"Via Trieste, 3, Milano, MI",Piccolo Teatro Martesana,Non ci lasceremo mai tour 1999 - 2019,https://www.milanotoday.it/eventi/non-ci-lasceremo-mai-tour-1999-2019.html,Teatro e spettacolo,"3, Via Trieste, Cernusco sul Naviglio, Milano, Lombardia, 20063, Italia",45.528535,9.3345313,2
Manifestazioni,20-01-19,2019-01-19,"Via Tortona, 27, Milano, MI",Superstudio Più,Salone della Cultura 2019: 19 e 20 gennaio al Superstudio Più,https://www.milanotoday.it/eventi/salone-cultura-2019.html,Altri eventi,"D-share, 27, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4506925,9.1634708,7
Spettacoli,19-01-19,2019-01-19,"v. Mons. Pogliani 7/a,ang. via Grandi,20090, Cesano Boscone, MI,Italia",Cristallo,"Pinocchio, la marionetta incompresa",https://www.teatro.it/spettacoli/cesano-boscone/cristallo/2018-2019/pinocchio-la-marionetta-incompresa,Teatro e spettacolo,"20090, Italy",45.407,9.1083,8
Manifestazioni,24-02-19,2019-01-19,"Via San Vittore, 21, Milano, MI",Museo Nazionale della Scienza e della Tecnologia,“Titanic VR Experience”: dal 19 gennaio al 24 febbraio al Museo Nazionale della Scienza e della Tecnologia,https://www.milanotoday.it/eventi/titanic-experience-museo-scienza-tecnologia.html,Altri eventi,"21, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628946,9.1706462,0
Incontri,20-01-19,2019-01-20,"Via Alberto Einstein, 3, Milano, MI",Liceo Scientifico Albert Einstein,"Rosa Luxemburg, lezioni attuali di vita e di impegno",https://www.milanotoday.it/eventi/rosa-luxemburg-lezioni-attuali-di-vita-e-di-impegno.html,Formazione e networking,"3, Via Alberto Einstein, Umbria - Molise, Municipio 4, Milano, Lombardia, 20137, Italia",45.4503331,9.216376,9
Spettacoli,20-01-19,2019-01-20,"Via Rivoli 6,20121, Milano, MI,Italia",Piccolo Teatro - Studio Melato,La signorina Else,https://www.teatro.it/spettacoli/milano/piccolo-teatro-studio-melato/2018-2019/la-signorina-else,Teatro e spettacolo,"6, Via Rivoli, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4726093,9.182881,0
Spettacoli,20-01-19,2019-01-20,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Aspettando il telegramma,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2018-2019/aspettando-il-telegramma,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,9
Spettacoli,20-01-19,2019-01-20,"via Pier Lombardo,14,20135, Milano, MI,Italia",Franco Parenti - Sala Grande,Un borghese piccolo piccolo,https://www.teatro.it/spettacoli/milano/franco-parenti-sala-grande/2018-2019/un-borghese-piccolo-piccolo,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109,9
Spettacoli,20-01-19,2019-01-20,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,Queen Lear,https://www.teatro.it/spettacoli/milano/carcano/2018-2019/queen-lear,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297,0
Spettacoli,20-01-19,2019-01-20,"Corso Magenta 24,20123, Milano, MI,Italia",MTM - Litta,Il fu Mattia Pascal - L'uomo che visse due volte,https://www.teatro.it/spettacoli/milano/litta/2018-2019/il-fu-mattia-pascal-luomo-che-visse-due-volte,Teatro e spettacolo,"Boccascena Cafè, 24, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.466045,9.1778296,0
Incontri,20-01-19,2019-01-20,"Piazza Piemonte, Milano, MI",Feltrinelli,"""Il mare non serve a niente"": laboratorio per bambini domenica 20 gennaio in Feltrinelli",https://www.milanotoday.it/eventi/laboratorio-mare-non-serve.html,Formazione e networking,"Piazza Piemonte, Washington, Municipio 7, Milano, Lombardia, 20149, Italia",45.466001,9.1548403,3
Incontri,20-01-19,2019-01-20,"Piazza della Scala, Milano, MI",Sala Consiliare - Palazzo Marino,"""Incontro con la poesia di Lucia Gazzino"": domenica 20 gennaio a Palazzo Marino",https://www.milanotoday.it/eventi/incontro-poesia-gazzino.html,Formazione e networking,"Piazza della Scala, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.466898,9.1896608,0
Spettacoli,20-01-19,2019-01-20,"Viale Puglie/Via Tertulliano,20137, Milano, MI,Italia",Ciak,Men in Italy,https://www.teatro.it/spettacoli/milano/ciak/2018-2019/men-in-italy,Teatro e spettacolo,"Viale Puglie, Ortomercato, Municipio 4, Milano, Lombardia, 20139, Italia",45.449883,9.2241585,9
Teatri,20-01-19,2019-01-20,"Via Crema, 22, Milano, MI",Teatro Sant'Andrea,"Ciacerem on ciccinin - Omaggio a Radio Milano - spettacolo di musica, prosa e cabaret",https://www.milanotoday.it/eventi/ciacerem-on-ciccinin-omaggio-a-radio-milano.html,Teatro e spettacolo,"22, Via Crema, Melzo, Milano, Lombardia, 20066, Italia",45.4974447,9.4269473,2
Spettacoli,20-01-19,2019-01-20,"Piazza Cesare Beccaria 8,20122, Milano, MI,Italia",Gerolamo,Andrea Lumaga Trasporti Rapidi,https://www.teatro.it/spettacoli/milano/gerolamo/2018-2019/andrea-lumaga-trasporti-rapidi,Teatro e spettacolo,"Teatro Gerolamo, 8, Piazza Cesare Beccaria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.464175,9.1945551,0
Spettacoli,20-01-19,2019-01-20,"Alzaia Naviglio Grande 192,20144, Milano, MI,Italia",Alta Luce Teatro,Iliade,https://www.teatro.it/spettacoli/milano/alta-luce-teatro/2018-2019/iliade,Teatro e spettacolo,"192, Alzaia Naviglio Grande, Lorenteggio, Municipio 6, Milano, Lombardia, 20146, Italia",45.4455309,9.1442102,7
Spettacoli,20-01-19,2019-01-20,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Tempo di CHET. La versione di Chet Baker,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2018-2019/tempo-di-chet-la-versione-di-chet-baker,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,9
Mostre,31-03-19,2019-01-20,"Corso Como, 10, Milano, MI",Galleria Carla Sozzani,“Masahisa Fukase: Private Scenes”: dal 20 gennaio al 31 marzo alla Galleria Carla Sozzani,https://www.milanotoday.it/eventi/masahisa-fukase-private-scenes.html,Arte e cultura,"10 Corso Como, 10, Corso Como, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20100, Italia",45.4818588,9.187778,0
Spettacoli,20-01-19,2019-01-20,"piazza Piero Carnelli,20138, Milano, MI,Italia",Delfino,Libera nos Domine,https://www.teatro.it/spettacoli/milano/delfino/2018-2019/libera-nos-domine,Teatro e spettacolo,"Piazza Don Piero Carnelli, Mecenate, Municipio 4, Milano, Lombardia, 20059, Italia",45.4584915,9.2436908,6
Spettacoli,20-01-19,2019-01-20,"viale Alemagna,6,20121, Milano, MI,Italia",Triennale,Aminta,https://www.teatro.it/spettacoli/milano/triennale-teatro-dellarte/2018-2019/aminta-1,Teatro e spettacolo,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,0
Concerti,21-01-19,2019-01-20,"Via Giuseppe di Vittorio, 6, Milano, MI",Mediolanum Forum,Concerto di Calcutta: 20 e 21 gennaio al Mediolanum Forum,https://www.milanotoday.it/eventi/concerto-di-calcutta-mediolanum-forum.html,Musica e vita notturna,"6, Via Giuseppe Di Vittorio, Foramagno, Mezzate, Peschiera Borromeo, Milano, Lombardia, 20068, Italia",45.4355184,9.2889768,6
Spettacoli,21-01-19,2019-01-21,"via Gaudenzio Ferrari 11,20123, Milano, MI,Italia",Teatro i,Mater Dei,https://www.teatro.it/spettacoli/milano/teatro-i/2018-2019/mater-dei-1,Teatro e spettacolo,"Teatro i, 11, Via Gaudenzio Ferrari, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4551612,9.1767832,7
,21-01-19,2019-01-21,"Via Carlo Freguglia, 2, Milano, MI",La Tavola Italiana,'Il cibo e il nutrimento intellettuale',https://www.milanotoday.it/eventi/il-cibo-e-il-nutrimento-intellettuale.html,Non classificato,"Pam Local, 2, Via Carlo Freguglia, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4619667,9.2002704,9
Cinema,30-09-19,2019-01-22,"Via Francesco Sforza, 32, Milano, MI",Cinema Bianchini segreto,Cinema in un Giardino Segreto,https://www.milanotoday.it/eventi/cinema-bianchini-segreto-2019.html,Arte e cultura,"Chiesa di Santissima Maria Annunciata, 32, Via Francesco Sforza, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20122, Italia",45.4598272,9.1951956,0
Teatri,24-01-19,2019-01-22,"Viale dell'Innovazione, 20, Milano, MI",teatro degli arcimboldi,"""Cenerentola on Ice"": dal 22 al 24 gennaio al Teatro degli Arcimboldi",https://www.milanotoday.it/eventi/cenerentola-on-ice-arcimboldi.html,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963,5
