categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,Cluster
Incontri,02-03-19,2019-03-02,"Via Giuseppe Bardelli, 11, Milano, MI",Le Libragioni,"""Iran, 1979"" di antonello sacchetti - Presentazione a Milano il 2 marzo alle 19.30 c/o le libragioni",https://www.milanotoday.it/eventi/iran-1979-di-antonello-sacchetti-presentazione-a-milano-il-2-marzo-2019.html,Formazione e networking,"Via Giuseppe Bardelli, Città Studi, Municipio 3, Milano, Lombardia, 20134, Italia",45.4830636,9.2335387,9
Manifestazioni,03-02-19,2019-03-02,"Via Mozart, 14, Milano, MI",Villa Necchi Campiglio,"""Soffio di Primavera"": iniziativa del FAI il 2 e il 3 marzo a Villa Necchi Campiglio",https://www.milanotoday.it/eventi/giornate-fai-primavera-villa-necchi.html,Altri eventi,"14, Via Wolfgang Amadeus Mozart, Quartiere Boschetto, Trezzano sul Naviglio, Milano, Lombardia, 20090, Italia",45.4159579,9.0475197,8
,11-05-19,2019-03-02,"Via Giuseppe Pozzobonelli, 4, Milano, MI",Centro Sportivo CS Pozzo,Open day di calcio femminile,https://www.milanotoday.it/eventi/open-day-di-calcio-femminile-lombardia-uno-2019.html,Non classificato,"Via Giuseppe Pozzobonelli, Niguarda - Cà Granda, Municipio 9, Milano, Lombardia, 20162, Italia",45.5221899,9.1959361,5
Disco&Feste,02-03-19,2019-03-02,"Via Gaudenzio Fantoli, 9, Milano, MI",Fabrique,H.E.R.: sabato 2 marzo 2019 al Fabrique,https://www.milanotoday.it/eventi/h-e-r-sabato-fabrique.html,Musica e vita notturna,"Fabrique, 9, Via Gaudenzio Fantoli, Mecenate, Municipio 4, Milano, Lombardia, 20138, Italia",45.4521243,9.2522773,6
Spettacoli,02-03-19,2019-03-02,"Via Andrea Maria Ampère 1,20131, Milano, MI,Italia",MTM - Leonardo,La Merda,https://www.teatro.it/spettacoli/milano/leonardo/2018-2019/la-merda,Teatro e spettacolo,"Teatro Leonardo da Vinci, 1, Via Andrea Maria Ampère, Città Studi, Municipio 3, Milano, Lombardia, 20131, Italia",45.4795266,9.2263901,9
Incontri,02-03-19,2019-03-02,"Via Demonte, 8, Milano, MI",Club 27,Neshamà + Il twist col Verme,https://www.milanotoday.it/eventi/neshama-il-twist-col-verme-il-twist-col-verme-2019.html,Formazione e networking,"8, Via Demonte, Niguarda - Cà Granda, Municipio 9, Milano, Lombardia, 20162, Italia",45.5116352,9.196456,5
Spettacoli,03-03-19,2019-03-03,"piazza Piero Carnelli,20138, Milano, MI,Italia",Delfino,Piano Man Live Tour,https://www.teatro.it/spettacoli/milano/delfino/2018-2019/piano-man-live-tour,Teatro e spettacolo,"Piazza Don Piero Carnelli, Mecenate, Municipio 4, Milano, Lombardia, 20059, Italia",45.4584915,9.2436908,6
Spettacoli,03-03-19,2019-03-03,"via Filodrammatici,1,20121, Milano, MI,Italia",Filodrammatici,Per la ragione degli altri,https://www.teatro.it/spettacoli/milano/filodrammatici/2018-2019/per-la-ragione-degli-altri,Teatro e spettacolo,"Teatro dei Filodrammatici, 1, Via Filodrammatici, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.467261,9.188435,0
Spettacoli,03-03-19,2019-03-03,"Via Giordano Rota 1,20145, Milano, MI,Italia",Nazionale Italiana Assicurazioni,Balance of power,https://www.teatro.it/spettacoli/milano/nazionale-chebanca/2018-2019/parsons-dance,Teatro e spettacolo,"20145, Italy",45.4643,9.1895,0
Spettacoli,03-03-19,2019-03-03,"v. Mons. Pogliani 7/a,ang. via Grandi,20090, Cesano Boscone, MI,Italia",Cristallo,Il Paese dei Campanelli,https://www.teatro.it/spettacoli/cesano-boscone/cristallo/2018-2019/il-paese-dei-campanelli,Teatro e spettacolo,"20090, Italy",45.407,9.1083,8
Concerti,03-03-19,2019-03-03,"Via San Giovanni sul Muro, Milano, MI",teatro dal verme,"""The Tallest Man On Earth"": domenica 3 marzo al Teatro dal Verme",https://www.milanotoday.it/eventi/the-tallest-man-on-earth-teatro-dal-verme.html,Musica e vita notturna,"Via San Giovanni sul Muro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4663902,9.1810058,0
Spettacoli,03-03-19,2019-03-03,"Via Andrea Maria Ampère 1,20131, Milano, MI,Italia",MTM - Leonardo,Happy Hour,https://www.teatro.it/spettacoli/milano/leonardo/2018-2019/happy-hour,Teatro e spettacolo,"Teatro Leonardo da Vinci, 1, Via Andrea Maria Ampère, Città Studi, Municipio 3, Milano, Lombardia, 20131, Italia",45.4795266,9.2263901,9
Incontri,03-03-19,2019-03-03,"Piazzale Cimitero Monumentale, Milano, MI",Cimitero Monumentale,Le meraviglie dell'arte e della natura al Cimitero Monumentale domenica 3 marzo,https://www.milanotoday.it/eventi/le-meraviglie-dell-arte-e-della-natura-al-cimitero-monumentale-domenica-3-marzo.html,Formazione e networking,"Piazzale Cimitero Monumentale, Sarpi, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4842922,9.1786475,0
Incontri,03-03-19,2019-03-03,"Via Luigi Mercantini, 18, Milano, MI",La Casa del Sole,"La luna: emozioni, bisogni, nutrimento, relazione",https://www.milanotoday.it/eventi/la-luna-emozioni-bisogni-nutrimento-relazione-giuseppe-buglino-2019.html,Formazione e networking,"Via Luigi Mercantini, Bovisa, Municipio 9, Milano, Lombardia, 20158, Italia",45.5017882,9.1639618,3
Spettacoli,03-03-19,2019-03-03,"Via Pier Lombardo 14,20135, Milano, MI,Italia",Franco Parenti - Sala Blu,La Monaca di Monza,https://www.teatro.it/spettacoli/milano/franco-parenti-sala-acomea/2018-2019/la-monaca-di-monza,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109,9
Spettacoli,03-03-19,2019-03-03,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,"Priscilla, la regina del deserto - Il musical",https://www.teatro.it/spettacoli/milano/degli-arcimboldi/2018-2019/priscilla-la-regina-del-deserto-il-musical,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963,5
Concerti,03-03-19,2019-03-03,"Via Giosuè Borsi, 9, Milano, MI",Apollo Club,"""Spaghetti Unplugged"": Lodo Guenzi special guest domenica 3 marzo all'Apollo Club",https://www.milanotoday.it/eventi/spaghetti-unplugged-lodo-guenzi-apollo-club.html,Musica e vita notturna,"9, Via Giosuè Borsi, Navigli, Municipio 6, Milano, Lombardia, 20143, Italia",45.4474144,9.1736183,7
Teatri,03-03-19,2019-03-03,"Via Lattanzio, 58, Milano, MI",Teatro Oscar,Universalmente - Donne che raccontano le donne,https://www.milanotoday.it/eventi/universalmente-donne-che-raccontano-le-donne.html,Teatro e spettacolo,"Teatro Oscar DeSidera, 58/A, Via Lattanzio, Umbria - Molise, Municipio 4, Milano, Lombardia, 20137, Italia",45.4523298,9.2167181,9
Spettacoli,03-03-19,2019-03-03,"Piazza Cesare Beccaria 8,20122, Milano, MI,Italia",Gerolamo,Dittico di Circo contemporaneo,https://www.teatro.it/spettacoli/milano/gerolamo/2018-2019/dittico-di-circo-contemporaneo,Teatro e spettacolo,"Teatro Gerolamo, 8, Piazza Cesare Beccaria, Duomo, Municipio 1, Milano, Lombardia, 20122, Italia",45.464175,9.1945551,0
Spettacoli,03-03-19,2019-03-03,"via Pier Lombardo 14,20135, Milano, MI,Italia",Franco Parenti - Sala 3,Il canto del coccodrillo,https://www.teatro.it/spettacoli/milano/teatro-franco-parenti-sala-3/2018-2019/il-canto-del-coccodrillo,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109,9
Incontri,03-03-19,2019-03-03,"Via Orobia, 15, Milano, MI",Fabbrica Orobia,Gente che ci crede,https://www.milanotoday.it/eventi/gente-che-ci-crede-2019.html,Formazione e networking,"15, Via Orobia, Scalo Romana, Municipio 5, Milano, Lombardia, 20135, Italia",45.4422389,9.2057239,9
Teatri,03-03-19,2019-03-03,"Viale Monza, 57, Milano, MI",57 Events,57 events presenta: Milano lounge theatre kids,https://www.milanotoday.it/eventi/57-events-presenta-milano-lounge-theatre-kids-2019.html,Teatro e spettacolo,"57, Viale Monza, Loreto, Municipio 2, Milano, Lombardia, 20127, Italia",45.4923973,9.2183796,9
Spettacoli,03-03-19,2019-03-03,"Via G. di Vittorio 6,20090, Assago, MI,Italia",Repower,70 voglia di ridere... c'è!,https://www.teatro.it/spettacoli/assago/della-luna/2018-2019/70-voglia-di-ridere-ce,Teatro e spettacolo,"20090, Italy",45.407,9.1083,8
Cinema,03-03-19,2019-03-03,"Via Grigna 5, Milano, MI",Macró Maudit Teáter,Narrare il cinema,https://www.milanotoday.it/eventi/narrare-il-cinema-lorenzo-sangalli-2019.html,Arte e cultura,"5, Via Grigna, Cagnola, Ghisolfa, Municipio 8 di Milano, Milano, Lombardia, 20155, Italia",45.4925957,9.1573858,3
Spettacoli,03-03-19,2019-03-03,"Corso di Porta Romana 63,20122, Milano, MI,Italia",Carcano,Le allegre comari di Windsor,https://www.teatro.it/spettacoli/milano/carcano/2018-2019/le-allegre-comari-di-windsor,Teatro e spettacolo,"Teatro Carcano, 63, Corso di Porta Romana, Crocetta, Municipio 1, Milano, Lombardia, 20121, Italia",45.4566842,9.1955297,0
Concerti,03-03-19,2019-03-03,"Via Pietro Borsieri, 37, Milano, MI",Blue Note Milano,Mr. blue 6t live al blue note milano - 3 marzo ore 21,https://www.milanotoday.it/eventi/mr-blue-6t-live-al-blue-note-milano-3-marzo-ore-21-igor-iabichino-2019.html,Musica e vita notturna,"Blue Note, 37, Via Pietro Borsieri, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4895296,9.1888504,0
Spettacoli,03-03-19,2019-03-03,"C.so Matteotti,20,20121, Milano, MI,Italia",Nuovo,Il violinista sul tetto,https://www.teatro.it/spettacoli/milano/nuovo/2018-2019/il-violinista-sul-tetto,Teatro e spettacolo,"20, Corso Giacomo Matteotti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4667336,9.1967703,0
Spettacoli,03-03-19,2019-03-03,"via Pier Lombardo,14,20135, Milano, MI,Italia",Franco Parenti - Sala Grande,L'uomo seme,https://www.teatro.it/spettacoli/milano/franco-parenti-sala-grande/2018-2019/luomo-seme,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109,9
Spettacoli,04-03-19,2019-03-04,"Via Varese,29,20024, Garbagnate Milanese, MI,Italia",Italia,Fuorigioco,https://www.teatro.it/spettacoli/garbagnate-milanese/italia/2018-2019/fuorigioco,Teatro e spettacolo,"Via Varese, Quadrifoglio, Santa Maria Rossa, Garbagnate Milanese, Milano, Lombardia, 20024, Italia",45.5758379,9.0780528,1
Spettacoli,04-03-19,2019-03-04,"via Valtellina 25,20157, Milano, MI,Italia",Alcatraz,Storia di un impiegato,https://www.teatro.it/spettacoli/milano/alcatraz/2018-2019/storia-di-un-impiegato,Teatro e spettacolo,"Alcatraz, 25, Via Valtellina, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.494744,9.1823768,0
Spettacoli,04-03-19,2019-03-04,"v. Cavallari 4,20013, Magenta, MI,Italia",Lirico,Magnificat,https://www.teatro.it/spettacoli/magenta/lirico/2018-2019/magnificat,Teatro e spettacolo,"Via Brenno Cavallari, Magenta, Milano, Lombardia, 20013, Italia",45.4683141,8.8834486,4
,19-03-19,2019-03-04,"Via Voghera, 14, Milano, MI",MADE4ART,Kim dupond holdt. Architetture dinamiche,https://www.milanotoday.it/eventi/kim-dupond-holdt-architetture-dinamiche-kim-dupond-holdt-2019.html,Non classificato,"14, Via Voghera, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.454295,9.1674959,7
Concerti,04-03-19,2019-03-04,"Via Valtellina, 25, Milano, MI",Alcatraz Milano,Concerto di Cristiano De Andrè il 4 marzo all’Alcatraz,https://www.milanotoday.it/eventi/concerto-cristiano-de-andre-alcatraz.html,Musica e vita notturna,"Alcatraz, 25, Via Valtellina, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.494744,9.1823768,0
Spettacoli,05-03-19,2019-03-05,"via Pier Lombardo,14,20135, Milano, MI,Italia",Franco Parenti - Sala Grande,Looking for Europe,https://www.teatro.it/spettacoli/milano/teatro-franco-parenti-sala-grande/2018-2019/looking-for-europe,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109,9
Teatri,05-04-19,2019-03-05,"Via Marco D'Oggiono, Milano, MI",Teatro LabArca,La somma di due,https://www.milanotoday.it/eventi/la-somma-di-due-marina-massironi-2019.html,Teatro e spettacolo,"Via Marco d'Oggiono, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4569667,9.1758861,7
Mostre,05-03-19,2019-03-05,"Piazza Leonardo da Vinci, 32, Milano, MI",Aula De Donato,«E la grandezza della luna troverò»: astronomia di Leonardo,https://www.milanotoday.it/eventi/e-la-grandezza-della-luna-trovero-astronomia.html,Arte e cultura,"32, Piazza Leonardo da Vinci, Città Studi, Municipio 3, Milano, Lombardia, 20133, Italia",45.4778083,9.2272468,9
Concerti,09-03-19,2019-03-05,"Via Giuseppe di Vittorio, Milano, MI",Mediolanum Forum,"Concerto di Eros Ramazzotti: il 5, 6, 8 e 9 marzo al Mediolanum Forum",https://www.milanotoday.it/eventi/eros-ramazzotti-mediolanum.html,Musica e vita notturna,"Via Giuseppe Di Vittorio, Cascine Olona, Vighignolo, Settimo Milanese, Milano, Lombardia, 20019, Italia",45.4867995,9.0567603,1
Mostre,29-03-19,2019-03-05,"Via Enrico Caviglia, 3, Milano, MI",Istituto Italiano di Fotografia,“Blade” mostra fotografica di Camilla Pozza all'istituto italiano di fotografia,https://www.milanotoday.it/eventi/blade-mostra-fotografica-di-camilla-pozza-all-istituto-italiano-di-fotografia-2019.html,Arte e cultura,"3, Via Enrico Caviglia, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4436084,9.2298198,9
Teatri,10-03-19,2019-03-05,"Via Pier Lombardo, 14, Milano, MI",Teatro Franco Parenti,"""Il ballo di Irene"": la storia della scrittrice Irène Némirovsky dal 5 al 10 marzo al Teatro Franco Parenti",https://www.milanotoday.it/eventi/ballo-di-irene--franco-parenti.html,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109,9
Mostre,13-04-19,2019-03-06,"Via Benedetto Marcello, 46, Milano, MI",Galleria Manifiesto Blanco,Mostra la bella vita - Guido Buganza @ Manifiesto blanco,https://www.milanotoday.it/eventi/mostra-la-bella-vita-guido-buganza-manifiesto.html,Arte e cultura,"Manifiesto Blanco, 46, Via Benedetto Marcello, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4830737,9.2106807,9
Concerti,06-03-19,2019-03-06,"Piazza del Duomo, Milano, MI",Piazza Duomo,Concerto gratis in Duomo: il 6 marzo musica per i Giusti di tutto il mondo,https://www.milanotoday.it/eventi/concerto-duomo-6-marzo.html,Musica e vita notturna,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0
Mostre,27-03-19,2019-03-06,"Corso Garibaldi, 125, Milano, MI",Galleria Antonia Jannone,"""Stanze"", mostra fotografica di Palmieri, allievo di Sottsass: dal 6 al 27 marzo alla Galleria di Antonia Jannone",https://www.milanotoday.it/eventi/mostra-palmieri-galleria-jannone.html,Arte e cultura,"Corso Giuseppe Garibaldi, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4730864,9.1837221,0
Spettacoli,06-03-19,2019-03-06,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Peter Pan guarda sotto le gonne,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2018-2019/peter-pan-guarda-sotto-le-gonne,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,9
Teatri,31-03-19,2019-03-06,"Via Giuseppe di Vittorio, 6, Milano, MI",Teatro della Luna,"""Aggiungi un posto a tavola"": dal 6 al 31 marzo al Teatro della Luna",https://www.milanotoday.it/eventi/aggiungi-un-posto-a-tavola-teatro-luna.html,Teatro e spettacolo,"6, Via Giuseppe Di Vittorio, Foramagno, Mezzate, Peschiera Borromeo, Milano, Lombardia, 20068, Italia",45.4355184,9.2889768,6
Concerti,06-03-19,2019-03-06,"Piazza del Duomo, Milano, MI",Duomo,Concerto per la Giornata Europea dei Giusti con Antonella Ruggiero: il 6 marzo nel Duomo di Milano,https://www.milanotoday.it/eventi/concerto-duomo-giornata-giusti.html,Musica e vita notturna,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0
Incontri,30-03-19,2019-03-06,"Via Carlo Pisacane, 36, Milano, MI",Galleria Pisacane Arte,Vintage - Pop,https://www.milanotoday.it/eventi/vintage-pop-andrew-tosh-2019.html,Formazione e networking,"Deodato Arte, 36, Via Carlo Pisacane, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4727824,9.2112862,9
Spettacoli,06-03-19,2019-03-06,"Piazza Risorgimento 19,20066, Melzo, MI,Italia",Trivulzio,Fame mia - Quasi un'autobiografia,https://www.teatro.it/spettacoli/melzo/trivulzio/2018-2019/fame-mia-quasi-unautobiografia,Teatro e spettacolo,"Piazza Risorgimento, Melzo, Milano, Lombardia, 20066, Italia",45.5003449,9.4229132,2
Spettacoli,06-03-19,2019-03-06,"v. Matteotti 30,20064, Gorgonzola, MI,Italia",Sala Argentia,"Giacobazzi - Noi, mille volti e una bugia",https://www.teatro.it/spettacoli/gorgonzola/sala-argentia/2018-2019/noi-millevolti-e-una-bugia,Teatro e spettacolo,"Sala Argentia, 30, Via Giacomo Matteotti, Gorgonzola, Milano, Lombardia, 20064, Italia",45.5327792,9.4032916,2
Concerti,07-03-19,2019-03-07,"Via Gaudenzio Fantoli, 9, Milano, MI",FABRIQUE,I CNCO in concerto al Fabrique il 7 marzo,https://www.milanotoday.it/eventi/cnco-concerto-fabrique-7-marzo.html,Musica e vita notturna,"Fabrique, 9, Via Gaudenzio Fantoli, Mecenate, Municipio 4, Milano, Lombardia, 20138, Italia",45.4521243,9.2522773,6
Teatri,09-03-19,2019-03-07,"Cavalcavia Eugenio Bussa, Milano, MI",Vicino a Porta Garibaldi,Petit cabaret 1924 al Milano clown festival,https://www.milanotoday.it/eventi/petit-cabaret-1924-al-milano-clown-festival-petit-cabaret.html,Teatro e spettacolo,"Cavalcavia Eugenio Bussa, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, 20100, Italia",45.4849485,9.1861508,0
,17-03-19,2019-03-07,"Piazza Tirana, 32, Milano, MI",Spazio Donna WeWorld,Una mostra fotografica dedicata a 17 donne straordinarie: WeWorld Onlus celebra l’8 marzo,https://www.milanotoday.it/eventi/mostre/mostra-fotografica-donne.html,Non classificato,"Piazza Tirana, Giambellino, Municipio 6, Milano, Lombardia, 20147, Italia",45.4432775,9.1304013,3
,08-03-19,2019-03-07,"Viale Fulvio Testi, 121, Milano, MI",MIC – Museo Interattivo del Cinema,"Le grandi donne al Cinema per la Festa della Donna: il 7 e 8 marzo al MIC, Cinema Spazio Oberdan e Area Metropolis 2.0",https://www.milanotoday.it/eventi/grandi-donne-cinema-festa-donna.html,Non classificato,"Fondazione Cineteca Italiana, 121, Viale Fulvio Testi, Niguarda - Cà Granda, Municipio 9, Milano, Lombardia, 20126, Italia",45.5133792,9.2039096,5
Incontri,08-02-19,2019-03-07,"Via Mosè Bianchi, 94, Milano, MI",Centro Pime,Carnevale 2019: mini campus per bambini il 7 e 8 marzo al Centro Pime,https://www.milanotoday.it/eventi/carnevale-2019-campus-centro-pime.html,Formazione e networking,"Auditorium PIME, 94, Via Mosè Bianchi, De Angeli - Monte Rosa, Municipio 7, Milano, Lombardia, 20149, Italia",45.4758537,9.1454989,3
Mostre,26-05-19,2019-03-07,"Corso Venezia, 55, Milano, MI",museo di storia naturale,"""Capire il cambiamento climatico"": dal 7 marzo al 26 maggio al Museo di Storia Naturale",https://www.milanotoday.it/eventi/capire-il-cambiamento-climatico-dal-7-marzo-al-26-maggio-al-museo-di-storia-naturale.html,Arte e cultura,"Museo di Storia Naturale, 55, Corso Venezia, Guastalla, Municipio 1, Milano, Lombardia, 20121, Italia",45.472734,9.2024419,9
Teatri,10-03-19,2019-03-07,"Viale Puglie, 26, Milano, MI",Teatro Ciak Milano,La Divina Commedia Opera Musical,https://www.milanotoday.it/eventi/la-divina-commedia-opera-musical.html,Teatro e spettacolo,"Viale Puglie, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4462445,9.2253398,9
Concerti,07-03-19,2019-03-07,"Via San Giovanni sul Muro, 2, Milano, MI",Teatro Dal Verme,Breaking music - Secondo concerto del Syntax ensemble,https://www.milanotoday.it/eventi/breaking-music-secondo-concerto-del-syntax-ensemble.html,Musica e vita notturna,"2, Via San Giovanni sul Muro, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4671162,9.1814924,0
Manifestazioni,08-03-19,2019-03-07,"Via Fratelli Rizzardi, 15, Milano, MI",Cascina Campi,"""Campus di Carnevale"" 2019: il 7 e l'8 marzo alla Cascina Campi (parco di Trenno)",https://www.milanotoday.it/eventi/campus-carnevale-2019-cascina-campi.html,Altri eventi,"Via Fratelli Rizzardi, Trenno, Municipio 8 di Milano, Milano, Lombardia, 20151, Italia",45.4943815,9.100799,1
Spettacoli,07-03-19,2019-03-07,"via Pier Lombardo,14,20135, Milano, MI,Italia",Franco Parenti - Sala Grande,Da Pierino e il lupo qualche anno dopo,https://www.teatro.it/spettacoli/milano/teatro-franco-parenti-sala-grande/2018-2019/da-pierino-e-il-lupo-qualche-anno-dopo,Teatro e spettacolo,"Via Pier Lombardo, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4542958,9.2063109,9
Mostre,16-03-19,2019-03-07,"Via Brera, 2, Milano, MI",Galleria Ponte Rosso,Silvio Sangiorgi  piazze ♦ corti ♦ piste ♦ palcoscenici,https://www.milanotoday.it/eventi/silvio-sangiorgi-piazze-corti-piste-palcoscenici-silvio-sangiorgi-2019.html,Arte e cultura,"Valstar, 2, Via Brera, Brera, Milano, Lombardia, 20121, Italia",45.4693543,9.1882354,0
Corsi,07-03-19,2019-03-07,"Via Ruggero di Lauria, 12, Milano, MI",dpl mediazione,Devi recuperare il tuo credito?,https://www.milanotoday.it/eventi/devi-recuperare-il-tuo-credito-2019.html,Formazione e networking,"Via Ruggero di Lauria, Portello, Municipio 8 di Milano, Milano, Lombardia, 20155, Italia",45.4853598,9.1562038,3
Teatri,10-03-19,2019-03-08,"Via Arcivescovo Romilli, 15, Milano, MI",Spazio DiLà,Quel che resta,https://www.milanotoday.it/eventi/quel-che-resta-monica-faggiani-2019.html,Teatro e spettacolo,"Via Arcivescovo Romilli, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4394838,9.2148474,9
Incontri,10-03-19,2019-03-08,"Viale Lodovico Scarampo, Milano, MI",Fà la cosa giusta!,Flussi d'arte: la pop art al femminile,https://www.milanotoday.it/eventi/flussi-d-arte-la-pop-art-al-femminile-2019.html,Formazione e networking,"Viale Lodovico Scarampo, Portello, Municipio 8 di Milano, Milano, Lombardia, 20149, Italia",45.4814899,9.1504724,3
Incontri,08-03-19,2019-03-08,"Piazza del Duomo, Milano, MI",Mondadori Megastore,Edoardo Sylos Labini intervista Vladimir Luxuria e Nino Spirlì: venerdì 8 marzo in Mondadori Megastore,https://www.milanotoday.it/eventi/edoardo-sylos-labini-intervista-luxuria.html,Formazione e networking,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,0
Manifestazioni,10-03-19,2019-03-08,"Strada Statale Sempione, Milano, MI",Rho Fiera Milano,"""Cartoomics 2019"", la fiera del fumetto, dei giochi e del cinema: dall'8 al 10 marzo a Rho Fiera",https://www.milanotoday.it/eventi/cartoomics-2019-fiera-giochi-cartoni.html,Altri eventi,"Strada Statale del Sempione - Via Pisacane (Pero), Via Sempione, Cassina del Pero, Pero, Milano, Lombardia, 20016, Italia",45.5082768,9.0914871,1
Manifestazioni,10-03-19,2019-03-08,"Viale Lodovico Scarampo, Milano, MI",Fieramilano,"BCC Milano alla fiera “Fa’ la cosa giusta!” con visite mediche in collaborazione con Avis, LILT e V.I.O.L.A.: dall'8 al 10 marzo a Fiera Milano City",https://www.milanotoday.it/eventi/bcc-milano-fa-la-cosa-giusta-visite-mediche.html,Altri eventi,"Viale Lodovico Scarampo, Portello, Municipio 8 di Milano, Milano, Lombardia, 20149, Italia",45.4814899,9.1504724,3
,05-04-19,2019-03-08,"Piazza dei Mercanti, Milano, MI",Palazzo dei Giureconsulti - Sala dei Passi Perduti,Yoje Dondich. La sinestesia delle forme,https://www.milanotoday.it/eventi/yoje-dondich-la-sinestesia-delle-forme-yoje-dondich.html,Non classificato,"Piazza dei Mercanti, Duomo, Municipio 1, Milano, Lombardia, 20121, Italia",45.4646599,9.1876261,0
Disco&Feste,08-03-19,2019-03-08,"Via Gargano, 15, Milano, MI",Plastic,"Miss Kittin nel party di ""Le Cannibale"": venerdì 8 marzo al Plastic",https://www.milanotoday.it/eventi/miss-kittin-party-le-cannibale-plastic.html,Musica e vita notturna,"15, Via Gargano, Scalo Romana, Municipio 5, Milano, Lombardia, 20139, Italia",45.4381784,9.2060207,9
Spettacoli,08-03-19,2019-03-08,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - Sala Bausch,Stabat Mater,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-bausch/2018-2019/stabat-mater,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,9
Fiere,10-03-19,2019-03-08,"Viale Lodovico Scarampo, 2, Milano, MI",Fiera Milano City,"'Fa' la cosa giusta', la fiera del consumo critico e degli stili di vita sostenibili torna a marzo",https://www.milanotoday.it/eventi/fa-la-cosa-giusta-2019.html,Mercati e shopping,"Viale Lodovico Scarampo, Portello, Municipio 8 di Milano, Milano, Lombardia, 20149, Italia",45.4814899,9.1504724,3
Spettacoli,08-03-19,2019-03-08,"v. Mons. Pogliani 7/a,ang. via Grandi,20090, Cesano Boscone, MI,Italia",Cristallo,Riccardo Rossi - W le donne!,https://www.teatro.it/spettacoli/cesano-boscone/cristallo/2018-2019/w-le-donne,Teatro e spettacolo,"20090, Italy",45.407,9.1083,8
,08-03-19,2019-03-08,"Via Clerici, 10, Milano, MI",Circolo Filologico Milanese,La notte dei tableaux vivants: gran ballo in maschera al circolo filologico milanese,https://www.milanotoday.it/eventi/la-notte-dei-tableaux-vivants-gran-ballo.html,Non classificato,"10, Via Clerici, Brera, Municipio 1, Milano, Lombardia, 20121, Italia",45.4672554,9.1870791,0
