categoria,data_fine,data_inizio,indirizzo,luogo,titolo,url,macro_categoria,geocoded_address,lat,long,Cluster
Mostre,10-10-21,2021-09-21,"Via Santa Marta, 18, Milano, MI",MBA Making Beauty Academy,Il body painting disegna la rinascita dopo il lockdown. La mostra fotografica degli studenti del MBA,https://www.milanotoday.it/eventi/mostra-fotografica-body-painting-studenti-mba.html,Arte e cultura,"Società d’Incoraggiamento d’Arti e Mestieri, 18, Via Santa Marta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4617626,9.1823292,8
,28-09-21,2021-09-21,"Via San Sisto, 4, Milano, MI",Studio Museo Francesco Messina,Topylabrys fra arte e moda plastica,https://www.milanotoday.it/eventi/topylabrys-fra-arte-e-moda-plastica-2021.html,Non classificato,"4, Via San Sisto, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4607942,9.1815957,8
,21-09-21,2021-09-21,"Via Santa Marta, 18, Milano, MI",MBA Making Beauty Academy,"Inaugurazione mostra ""Isolamento sociale: una lettura per immagini attraverso il body painting""",https://www.milanotoday.it/eventi/inaugurazione-mostra-isolamento-sociale-2021.html,Non classificato,"Società d’Incoraggiamento d’Arti e Mestieri, 18, Via Santa Marta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4617626,9.1823292,8
Spettacoli,21-09-21,2021-09-21,"Via Carlo Botta,18,20135, Milano, MI,Italia",Franco Parenti - Bagni Misteriosi,Le Sacre - Luciana Savignano,https://www.teatro.it/spettacoli/milano/franco-parenti-bagni-misteriosi/2021-2022/le-sacre-luciana-savignano,Teatro e spettacolo,"18, Via Carlo Botta, Porta Romana, Municipio 4, Milano, Lombardia, 20135, Italia",45.4537805,9.2050141,0
Concerti,22-09-21,2021-09-22,"Via Giovanni Cimabue, Milano, MI",Monte Stella - Giardino dei Giusti,Concerto per i giusti del mediterraneo,https://www.milanotoday.it/eventi/concerto-per-i-giusti-del-mediterraneo-2021.html,Musica e vita notturna,"Via Giovanni Cimabue, Qt 8, QT8, Municipio 8 di Milano, Milano, Lombardia, 20148, Italia",45.4866702,9.1426311,2
Incontri,26-09-21,2021-09-22,"Via Pier Paolo Pasolini, 3, Milano, MI",UpTown Cascina Merlata,Ad uptown una settimana di eventi green,https://www.milanotoday.it/eventi/ad-uptown-2021.html,Formazione e networking,"Cascina Merlata SPAZIO VIVO, 3, Via Pier Paolo Pasolini, Maggiore - Musocco, Cascina Merlata, Municipio 8 di Milano, Milano, Lombardia, 20151, Italia",45.5066453,9.1031746,1
Teatri,28-09-21,2021-09-23,"Viale dell'Innovazione, 20, Milano, MI",Teatro degli Arcimboldi,Lo spettacolo di Enrico Brignano riprogrammato a settembre. Come ottenere i biglietti delle nuove date,https://www.milanotoday.it/eventi/spettacolo-enrico-brignano-riprogrammato-a-settembre-arcimboldi.html,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963,4
Spettacoli,23-09-21,2021-09-23,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Naufragio con spettatore,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2021-2022/naufragio-con-spettatore,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0
Incontri,23-09-21,2021-09-23,"Via Giuseppe Candiani, 72, Milano, MI",Politecnico di Milano - Campus Bovisa,Incontro con Annarita Briganti su Cocoo Chanel,https://www.milanotoday.it/eventi/incontro-con-annarita-briganti-su-coco-chanel.html,Formazione e networking,"72, Via Giuseppe Candiani, Bovisa, Municipio 9, Milano, Lombardia, 20158, Italia",45.5041692,9.1668206,2
Teatri,03-10-21,2021-09-23,"Via Ciro Menotti, 11, Milano, MI",Teatro Ciro Menotti,L'Inferno di Dante è una danza continua al Teatro Ciro Menotti,https://www.milanotoday.it/eventi/spettacolo-no-gravity-inferno-dante-teatro-ciro-menotti.html,Teatro e spettacolo,"Teatro Menotti, 11, Via Ciro Menotti, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4699775,9.2131112,0
Manifestazioni,26-09-21,2021-09-24,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,"Milano, le serie tv diventano protagoniste di un festival",https://www.milanotoday.it/eventi/fest-festival-serie-tv.html,Altri eventi,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,2
,24-09-21,2021-09-24,"Via Libero Temolo, 3, Milano, MI",,CDI Bicocca: un nuovo poliambulatorio di oltre 2.000mq dedicato alla prevenzione,https://www.milanotoday.it/eventi/poliambulatorio-Milano-visite-prelievi.html,Non classificato,"3, Via Libero Temolo, Bicocca, Municipio 9, Milano, Lombardia, 20126, Italia",45.5114543,9.2100458,4
,13-10-21,2021-09-24,"Corso di Porta Ticinese, 69, Milano, MI",spazioRAW,"Sulla tua pelle, fotografie di Alessandro Didoni",https://www.milanotoday.it/eventi/fotografie-alessandro-didoni.html,Non classificato,"Laboratorio Tam Tam, 69, Corso di Porta Ticinese, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4567134,9.1809051,8
Mostre,06-02-22,2021-09-24,"Via Bergognone, 40, Milano, MI",Armani Silos,"Milano, la nuova mostra di Armani per il quarantesimo anniversario di Emporio Armani",https://www.milanotoday.it/eventi/mostra-emporio-armani-milano.html,Arte e cultura,"40, Via Bergognone da Fossano, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514132,9.1649823,6
,24-09-21,2021-09-24,"Piazza Gae Aulenti, Milano, MI",piazza Gae Aulenti,La corsa in pigiama per Milano (con un fine nobile),https://www.milanotoday.it/eventi/pigiama-run-lilt.html,Non classificato,"Piazza Gae Aulenti, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, Italia",45.4834778,9.1902248,8
Teatri,24-09-21,2021-09-24,"Via Fratelli Zoia, 89, Milano, MI",SpazioTeatro89,"""Tutti non ci sono"" spettacolo di Dario D'Ambrosi fondatore del teatro patologico",https://www.milanotoday.it/eventi/dario-d-ambrosi-2021.html,Teatro e spettacolo,"Via Fratelli Zoia, La Viridiana, Forze Armate, Municipio 7, Milano, Lombardia, 20152, Italia",45.460948,9.1108287,9
Mostre,06-02-22,2021-09-24,"Via Bergognone, 40, Milano, MI",Armani Silos,"Milano, la nuova mostra di Armani per il quarantesimo anniversario di Emporio Armani",https://www.milanotoday.it/eventi/mostra-emporio-armani-milano.html,Arte e cultura,"40, Via Bergognone da Fossano, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4514132,9.1649823,6
,24-09-21,2021-09-24,"Via Libero Temolo, 3, Milano, MI",,CDI Bicocca: un nuovo poliambulatorio di oltre 2.000mq dedicato alla prevenzione,https://www.milanotoday.it/eventi/poliambulatorio-Milano-visite-prelievi.html,Non classificato,"3, Via Libero Temolo, Bicocca, Municipio 9, Milano, Lombardia, 20126, Italia",45.5114543,9.2100458,4
,24-09-21,2021-09-24,"Via Libero Temolo, 3, Milano, MI",,CDI Bicocca: un nuovo poliambulatorio di oltre 2.000mq dedicato alla prevenzione,https://www.milanotoday.it/eventi/poliambulatorio-Milano-visite-prelievi.html,Non classificato,"3, Via Libero Temolo, Bicocca, Municipio 9, Milano, Lombardia, 20126, Italia",45.5114543,9.2100458,4
Concerti,24-09-21,2021-09-24,"Via Pietro Borsieri, 37, Milano, MI",Blue Note Milano,Pepe Ragonese in concerto al Blue Note sulle note di Chet Baker: orari e biglietti,https://www.milanotoday.it/eventi/concerto-pepe-ragonese-blue-note-biglietti.html,Musica e vita notturna,"Blue Note, 37, Via Pietro Borsieri, Isola, Municipio 9, Milano, Lombardia, 20159, Italia",45.4895296,9.1888504,2
Spettacoli,25-09-21,2021-09-25,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Alce,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2021-2022/alce,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0
Incontri,10-10-21,2021-09-25,"Via Marcello Dudovich, 10, Milano, MI",Parco Agricolo Ticinello Cascina Campazzo,Non servono sentieri per tentar l'avventura,https://www.milanotoday.it/eventi/non-servono-sentieri-2021.html,Formazione e networking,"10, Via Marcello Dudovich, Stadera, Municipio 5, Milano, Lombardia, 20141, Italia",45.4268888,9.1824277,6
evento solo on site,26-09-21,2021-09-25,"Via De Amicis 17, Milano, MI",Centro Artistico Alik Cavaliere,Centro artistico Alik Cavaliere: liberi di sentirsi al centro,,Altri eventi,"Antiquarium Alda Levi, 17, Via Edmondo De Amicis, Ticinese, Municipio 1, Milano, Lombardia, 20123, Italia",45.4577507,9.1796498,8
Teatri,25-09-21,2021-09-25,"Via Rovello, 2, Milano, MI",Teatro Grassi,Ogni volta unica la fine del mondo: Mark O’Connell al Piccolo,https://www.milanotoday.it/eventi/spettacoli-estivi-piccolo-teatro.html,Teatro e spettacolo,"2, Via Rovello, Brera, Milano, Lombardia, 20121, Italia",45.4665188,9.1847651,8
Manifestazioni,25-09-21,2021-09-25,"Viale Emilio Alemagna, 6, Milano, MI",Triennale di Milano (Giardini),"L’associazione millefogli_lab si presenta con libri, progetti e musica, sabato 25 settembre a la triennale di Milano",https://www.milanotoday.it/eventi/l-associazione-millefogli_.html,Altri eventi,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,2
evento solo on site,26-09-21,2021-09-25,"Corso Magenta, Milano, MI",Museo Martinitt e Stelline,Nessuno escluso...a cominciare dalle donne!,,Altri eventi,"Corso Magenta, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4657212,9.17112,8
evento solo on site,25-09-21,2021-09-25,"Via Teodolinda 4, Milano, MI",Musei Civici di Monza – Casa degli Umiliati,Una serata straordinaria,,Altri eventi,"Via Regina Teodolinda, Padova, Municipio 2, Milano, Lombardia, 20132, Italia",45.5026131,9.243623,4
evento solo on site,25-09-21,2021-09-25,"piazza Santa Maria delle Grazie, 2, Milano, MI",Cenacolo Vinciano,Museo del Cenacolo Vinciano: apertura straordinaria serale,,Altri eventi,"Museo del Cenacolo Vinciano, 2, Piazza Santa Maria delle Grazie, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4662047,9.170655,8
evento solo on site,25-09-21,2021-09-25,"Via Giorgio Jan, Milano, MI",Casa museo Boschi Di Stefano,Frottage. Un dispositivo socievole,,Altri eventi,"Via Giorgio Jan, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4784784,9.2113457,0
Altro,26-09-21,2021-09-25,"Via Senato, Milano, MI",Soprintendenza Archivistica e Bibliografica della Lombardia,GIORNATE EUROPEE DEL PATRIMONI0 2021,,Altri eventi,"Via Senato, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4714266,9.1962309,8
evento solo on site,25-09-21,2021-09-25,"via Brera, 28, Milano, MI",Pinacoteca di Brera - Biblioteca Nazionale Braidense di Milano,La Biblioteca dell'Imperatrice,,Altri eventi,"Pinacoteca di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722421,9.1884071,8
evento solo on site,25-09-21,2021-09-25,"Via San Vittore, Milano, MI",Museo nazionale della scienza e della tecnologia Leonardo da Vinci,Storia e immaginario intorno alle navi di Nemi,,Altri eventi,"Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4629575,9.1704654,8
Manifestazioni,26-09-21,2021-09-25,"Piazza Soncino, 3, Milano, MI",Villa Casati Stampa,"A Cinisello Balsamo torna ""Una Ghirlanda di Libri"", la fiera dell'editoria indipendente",https://www.milanotoday.it/eventi/fiera-editoria-indipendente-cinisello-balsamo.html,Altri eventi,"3, Piazza Soncino, Cascina Santa Maria Fenino, Cascina Palazzetta, Cusago, Milano, Lombardia, 20090, Italia",45.4463084,9.0339532,9
evento solo on site,25-09-21,2021-09-25,"Via S. Lorenzo 21A, Milano, MI",Orto Botanico delle Conifere,25° Musica e Luce all'Orto Botanico delle Conifere,,Altri eventi,"Via San Lorenzo, Valverde, Canegrate, Milano, Lombardia, 20039, Italia",45.5670509,8.9347474,5
evento solo on site,25-09-21,2021-09-25,"Via dell'Ambrosiana, 20, Milano, MI",Museo Mangini Bonomi - Fondazione Emilio Carlo Mangini,FONDAZIONE EMILIO CARLO MANGINI: LE COLLEZIONI,,Altri eventi,"Museo Mangini Bonomi, 20, Via dell'Ambrosiana, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4634581,9.1851679,8
evento solo on site,25-09-21,2021-09-25,"Viale Gramsci 161, Milano, MI",Galleria Campari,Visite guidate alla Galleria Campari,,Altri eventi,"161, Viale Antonio Gramsci, Rondò, Cassina de' Gatti, Sesto San Giovanni, Zona Omogenea Milano Nord, Milano, Lombardia, 20099, Italia",45.5389285,9.2354926,4
evento solo on site,25-09-21,2021-09-25,"Via Giovanni Frova, 10, Milano, MI",Museo di fotografia contemporanea,Visita guidata speciale alle collezioni del Museo di Fotografia Contemporanea (archivio fotografico e biblioteca) e alla mostra “Chi non salta. Calcio. Cultura. Identità”,,Altri eventi,"Museo di Fotografia Contemporanea, 10, Via Giovanni Frova, Borgo Primavera, Cinisello, Cinisello Balsamo, Zona Omogenea Milano Nord, Milano, Lombardia, 20092, Italia",45.557169,9.2156253,4
evento solo on site,26-09-21,2021-09-26,"Piazza del Duomo, Milano, MI",Duomo di Milano,Alla scoperta del Duomo - Giornate Europee del Patrimonio 2021,,Altri eventi,"Piazza del Duomo, Duomo, Municipio 1, Milano, Lombardia, Italia",45.4639102,9.1906398,8
evento solo on site,26-09-21,2021-09-26,"Corso Magenta, 15, Milano, MI",Civico Museo archeologico di Milano,Crossing Cultures. Inclusioni culturali nel mondo antico. (visita guidata per adulti),,Altri eventi,"Civico museo archeologico di Milano, 15, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.465621,9.1787191,8
evento solo on site,26-09-21,2021-09-26,"Via Maurizio Quadrio 27, Milano, MI",CAST – il CAstello delle STorie di montagna a Castello Masegra,Rotte straordinarie. STorie di migrazioni fuori dal comune,,Altri eventi,"27, Via Maurizio Quadrio, Santi Martiri, Oltrestazione, Legnano, Milano, Lombardia, 20025, Italia",45.5918623,8.9069375,5
Visita Guidata,26-09-21,2021-09-26,"Via Brera, 28, Milano, MI",Pinacoteca di Brera,Il Restauro trasparente: curiosità sul Laboratorio della Pinacoteca e sulle attività dei restauratori,,Arte e cultura,"Pinacoteca di Brera, 28, Via Brera, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4722421,9.1884071,8
evento solo on site,26-09-21,2021-09-26,"Corso Magenta, 15, Milano, MI",Civico Museo archeologico di Milano,FOR KIDS - Crossing Cultures. Inclusioni culturali nel mondo antico. (visita guidata per bambini),,Altri eventi,"Civico museo archeologico di Milano, 15, Corso Magenta, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.465621,9.1787191,8
Altro,26-09-21,2021-09-26,"Via Senato, Milano, MI",Soprintendenza Archivistica e Bibliografica della Lombardia,Online - “Disabilità come scambio tra persone: rispetto ad altre cose sarò io ad aiutare te” (Pierangelo Bertoli),,Altri eventi,"Via Senato, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4714266,9.1962309,8
,26-09-21,2021-09-26,"Via Ferdinando Bocconi, Milano, MI",Monumento a Roberto Franceschi,"Ombra di tutti | Dall’ombra, un progetto di patrizio raso intorno al monumento a Roberto Franceschi",https://www.milanotoday.it/eventi/ombra-di-tutti-dall-ombra-2021.html,Non classificato,"Via Ferdinando Bocconi, Vigentina, Municipio 5, Milano, Lombardia, 20136, Italia",45.4504382,9.1904328,8
Teatri,26-09-21,2021-09-26,"Via Paolo Sarpi, 26, Milano, MI",Centro Culturale Cinese,"Martina Rota, dirty sweat",https://www.milanotoday.it/eventi/martina-rota-dirty-sweat-2021.html,Teatro e spettacolo,"26, Via Paolo Sarpi, Sarpi, Porta Volta, Municipio 8 di Milano, Milano, Lombardia, 20154, Italia",45.4815303,9.1768375,2
Manifestazioni,26-09-21,2021-09-26,"Viale Emilio Alemagna, 6, Milano, MI",La Triennale di Milano,Al Festival delle serie tv un'intera giornata dedicata ai più piccoli,https://www.milanotoday.it/eventi/festival-serie-tv-giornata-per-bambini.html,Altri eventi,"Triennale Design Museum, 6, Viale Emilio Alemagna, Parco Sempione, Municipio 1, Milano, Lombardia, 20121, Italia",45.4721477,9.1734894,2
,26-09-21,2021-09-26,"Piazza Gae Aulenti, Milano, MI",,Italiaphotomarathon,https://www.milanotoday.it/eventi/italiaphotomarathon-2021.html,Non classificato,"Piazza Gae Aulenti, GARIBALDI REPUBBLICA, Municipio 9, Milano, Lombardia, Italia",45.4834778,9.1902248,8
Incontri,26-09-21,2021-09-26,"Via Padova, 21, Milano, MI",Heracles Gymnasium,"Giovani e futuro, al via la tavola rotonda ""Una vita autentica""",https://www.milanotoday.it/eventi/giovani-e-futuro-tavola-rotonda-una-vita-autentica.html,Formazione e networking,"Q Club, 21, Via Padova, Loreto, Municipio 2, Milano, Lombardia, 20127, Italia",45.4886677,9.2197104,0
Incontri,26-09-21,2021-09-26,"Via Mecenate, 88/a, Milano, MI",East Market,Da East Market tutti possono diventare dj per un giorno,https://www.milanotoday.it/eventi/east-market-evento-per-diventare-dj.html,Formazione e networking,"Via Mecenate, Mecenate, Municipio 4, Milano, Lombardia, 20059, Italia",45.4548592,9.2455733,7
Teatri,08-01-22,2021-09-28,"Piazza Piemonte, Milano, MI",Teatro Nazionale,Al Teatro Nazionale il musical di Pretty Woman fa sognare i più romantici,https://www.milanotoday.it/eventi/spettacolo-pretty-woman-teatro-nazionale.html,Teatro e spettacolo,"Piazza Piemonte, Washington, Municipio 7, Milano, Lombardia, 20149, Italia",45.4662442,9.1546307,2
Spettacoli,28-09-21,2021-09-28,"Viale dell'Innovazione 20,20126, Milano, MI,Italia",Arcimboldi,Enrico Brignano - Un'ora sola vi vorrei,https://www.teatro.it/spettacoli/milano/degli-arcimboldi/2021-2022/enrico-brignano-unora-sola-vi-vorrei,Teatro e spettacolo,"20, Viale dell'Innovazione, Bicocca, Municipio 9, Milano, Lombardia, 20125, Italia",45.5148696,9.2135963,4
Mostre,10-10-21,2021-09-28,"Via Tortona, 56, Milano, MI",Mudec - Museo delle Culture,Al Mudec la camera delle meraviglie di Achille Lauro con i suoi abiti di Gucci,https://www.milanotoday.it/eventi/mostra-abiti-achille-lauro-mudec.html,Arte e cultura,"Mudec, 56, Via Tortona, Tortona, Municipio 6, Milano, Lombardia, 20144, Italia",45.4520455,9.1613185,6
Teatri,08-01-22,2021-09-28,"Piazza Piemonte, Milano, MI",Teatro Nazionale,Al Teatro Nazionale il musical di Pretty Woman fa sognare i più romantici,https://www.milanotoday.it/eventi/spettacolo-pretty-woman-teatro-nazionale.html,Teatro e spettacolo,"Piazza Piemonte, Washington, Municipio 7, Milano, Lombardia, 20149, Italia",45.4662442,9.1546307,2
Webinar,29-09-21,2021-09-29,"corso Magenta, Milano, MI",Palazzo Arese-Litta,PNRR e le imprese culturali e creative nel settore musicale,,Eventi digitali,"Corso Magenta, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4657212,9.17112,8
,03-10-21,2021-09-29,"Via San Barnaba, 48, Milano, MI",Società Umanitaria,Life after - Mostra fotografica sulla carovana per la pace nei balcani - a cura di arci lombardia,https://www.milanotoday.it/eventi/life-after-mostra-fotografica.html,Non classificato,"48, Via San Barnaba, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4599206,9.2019497,0
,30-10-21,2021-09-30,"Via Achille Maiocchi, 15, Milano, MI",Galleria Maiocchi 15,Madrasat Milano. Esposizione delle opere di ali hassoun,https://www.milanotoday.it/eventi/madrasat-milano-esposizione-2021.html,Non classificato,"Via Achille Maiocchi, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20129, Italia",45.4749763,9.212389,0
Spettacoli,30-09-21,2021-09-30,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,Il sistema,https://www.teatro.it/spettacoli/milano/manzoni/2021-2022/il-sistema,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,8
Mostre,14-10-21,2021-10-01,"Via Marsala, Milano, MI",Arting159,The great reset - Simboli e psiche: le opere di Stefania Pinsone,https://www.milanotoday.it/eventi/the-great-reset-2021.html,Arte e cultura,"Via Marsala, Brera, Municipio 1, Milano, Lombardia, 20100, Italia",45.479071,9.1866959,8
,28-02-22,2021-10-01,"Via San Vittore, 13, Milano, MI",29 ARTS IN PROGRESS,29 arts in progress gallery presenta mario testino: unfiltered,https://www.milanotoday.it/eventi/29-arts-in-progress-gallery-2021.html,Non classificato,"13, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628355,9.1717537,8
Spettacoli,01-10-21,2021-10-01,"Via Alessandro Manzoni 42,20121, Milano, MI,Italia",Manzoni,PANPERS - 10 anni di minchiate,https://www.teatro.it/spettacoli/milano/manzoni/2021-2022/10-anni-di-minchiate,Teatro e spettacolo,"Teatro Manzoni, 42, Via Alessandro Manzoni, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20121, Italia",45.4710286,9.1944762,8
,28-02-22,2021-10-01,"Via San Vittore, 13, Milano, MI",29 ARTS IN PROGRESS,29 arts in progress gallery presenta mario testino: unfiltered,https://www.milanotoday.it/eventi/29-arts-in-progress-gallery-2021.html,Non classificato,"13, Via San Vittore, Magenta - San Vittore, Municipio 1, Milano, Lombardia, 20123, Italia",45.4628355,9.1717537,8
Concerti,03-10-21,2021-10-01,"Largo Gustav Mahler, Milano, MI",Auditorium di Milano,"La stagione sinfonica de LaVerdi si apre con ""Note di viaggio"", con Julian Prégardien e Alondra de la Parra",https://www.milanotoday.it/eventi/concerto-auditorium-milano-note-di-viaggio-con-julian-pregardien.html,Musica e vita notturna,"Largo Gustav Mahler, Ticinese, Municipio 5, Milano, Lombardia, 20136, Italia",45.4463151,9.1792547,6
,28-11-21,2021-10-01,"Via Circonvallazione Idroscalo, Milano, MI",Idroscalo,"Circo di mosca ""Gravity"" a Milano Idroscalo eccezionalmente fino al 28 novembre 2021",https://www.milanotoday.it/eventi/circo-di-mosca-gravity-2021.html,Non classificato,"Via Circonvallazione Idroscalo, Redecesio, Novegro, Segrate, Milano, Lombardia, 20054, Italia",45.469716,9.2854959,7
Seminario,01-10-21,2021-10-01,"Corso di Porta Ticinese, Milano, MI",Museo diocesano di Milano,La cappella di Sant'Aquilino in San Lorenzo Maggiore. Come era,,Formazione e networking,"Corso di Porta Ticinese, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4597208,9.1812604,8
Spettacoli,01-10-21,2021-10-01,"Corso Buenos Aires 33,20124, Milano, MI,Italia",Elfo Puccini - sala Shakespeare,Les nuits barbares,https://www.teatro.it/spettacoli/milano/elfo-puccini-sala-shakespeare/2021-2022/les-nuits-barbares,Teatro e spettacolo,"Teatro Elfo Puccini, 33, Corso Buenos Aires, Buenos Aires - Venezia, Municipio 3, Milano, Lombardia, 20124, Italia",45.4794317,9.2098387,0
Incontri,03-10-21,2021-10-01,"Via Enrico Besana, 12, Milano, MI",MUBA – Museo dei Bambini di Milano,Al Muba un laboratorio speciale per bambini per imparare a fare il pane,https://www.milanotoday.it/eventi/laboratorio-bambini-pane-muba.html,Formazione e networking,"MUBA - Museo dei Bambini, 12, Via Enrico Besana, Guastalla, Municipio 1, Milano, Lombardia, 20122, Italia",45.4599507,9.2051279,0
Mostre,31-12-21,2021-10-01,"Via Meravigli, 7, Milano, MI",Palazzo Francesco Turati,Wildlife photographer of the year 56,https://www.milanotoday.it/eventi/wildlife-photographer-of-the-year-56.html,Arte e cultura,"7, Via Meravigli, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",45.4658147,9.1838204,8
Mostre,31-12-21,2021-10-01,"Via Meravigli, 7, Milano, MI",Palazzo Turati,"La natura protagonista della nuova edizione di ""Wildlife Photographer of the Year""",https://www.milanotoday.it/eventi/mostra-fotografica-wildlife-photographer-of-the-year.html,Arte e cultura,"7, Via Meravigli, Duomo, Municipio 1, Milano, Lombardia, 20123, Italia",45.4658147,9.1838204,8
Manifestazioni,03-10-21,2021-10-01,"Via Monluè, Milano, MI",Cascina Monluè,"Balli, pizziche e cibo di strada: alla Cascina Monluè arrivano le Notti della Taranta",https://www.milanotoday.it/eventi/notte-taranta-cascina-monlue.html,Altri eventi,"Via Monluè, Parco Monluè - Ponte Lambro, Municipio 4, Milano, Lombardia, 21771, Italia",45.4576143,9.2548841,7
Manifestazioni,03-10-21,2021-10-02,"Via Jean Jaurès, 22, Milano, MI",Eastriver Martesana,Tolma - Festival of music and art,https://www.milanotoday.it/eventi/tolma-festival-of-music-2021.html,Altri eventi,"Eastriver Martesana, 22, Via Jean Jaures, Padova, Municipio 2, Milano, Lombardia, 20125, Italia",45.501859,9.2179327,4
,23-10-21,2021-10-02,"Via Michelangelo Buonarroti, 48, Milano, MI",Castello di Trezzo,Visita guidata teatralizzata e interattiva per bambini - Leonardo da vinci,https://www.milanotoday.it/eventi/visita-guidata-teatralizzata-2021.html,Non classificato,"48, Via Michelangelo Buonarroti, Pagano, Tre Torri, Municipio 8 di Milano, Milano, Lombardia, 20044, Italia",45.4725875,9.1557759,2
,17-10-21,2021-10-02,"Alzaia Naviglio Grande, 14, Milano, MI",Palazzo Stampa,La cura alla noia in una mostra fotografica ad Abbiategrasso,https://www.milanotoday.it/eventi/mostra-fotografica-abbiategrasso.html,Non classificato,"el Brellìn ristorante, 14, Alzaia Naviglio Grande, Navigli, Municipio 6, Milano, Lombardia, 20144, Italia",45.451868,9.174682,6
,16-10-21,2021-10-02,"Via Santa Maria Valle, 2, Milano, MI",MA-EC Gallery,Monologue. Loneliness in the bustling city,https://www.milanotoday.it/eventi/monologue-loneliness-2021.html,Non classificato,"Fondazione Alessandro Durini, 2, Via Santa Maria Valle, Cerchia dei Navigli, Municipio 1, Milano, Lombardia, 20123, Italia",45.4600544,9.1838916,8
,02-10-21,2021-10-02,"Via Fabio Massimo, 18, Milano, MI",Centro Internazionale di Quartiere,Guignol & amore psiche in concerto al centro internazionale di quartiere Milano,https://www.milanotoday.it/eventi/guignol-amore-psiche-2021.html,Non classificato,"35/18, Via Fabio Massimo, Lodi - Corvetto, Municipio 4, Milano, Lombardia, 20139, Italia",45.4322341,9.228081,0
Spettacoli,02-10-21,2021-10-02,"Via G. di Vittorio 6,20090, Assago, MI,Italia",Unipol Forum,Modà - Testa o croce Tour 2019/2020,https://www.teatro.it/spettacoli/assago/mediolanum-forum/2021-2022/moda-testa-o-croce-tour-20192020,Teatro e spettacolo,"20090, Italy",45.407,9.1083,9
